date,country,value,source,indicator
2022-04-13,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-14,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-15,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-16,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-17,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-18,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-19,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-20,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-21,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-22,Togo,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-23,Togo,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-24,Togo,25.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-25,Togo,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-26,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-27,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-28,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-29,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-30,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-01,Togo,25.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-02,Togo,25.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-03,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-04,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-05,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-06,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-07,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-08,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-09,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-10,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-11,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-12,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-13,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-14,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-15,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-16,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-17,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-18,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-19,Togo,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-20,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-21,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-22,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-23,Togo,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-24,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-25,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-26,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-27,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-28,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-29,Togo,24.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-30,Togo,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-31,Togo,25.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-01,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-02,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-03,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-04,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-05,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-06,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-07,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-08,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-09,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-10,Togo,24.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-11,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-12,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-13,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-14,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-15,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-16,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-17,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-18,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-19,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-20,Togo,24.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-21,Togo,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-22,Togo,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-23,Togo,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-24,Togo,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-25,Togo,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-26,Togo,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-27,Togo,23.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-28,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-29,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-30,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-01,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-02,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-03,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-04,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-05,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-06,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-07,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-08,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-09,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-10,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-11,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-12,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-13,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-14,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-15,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-16,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-17,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-18,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-19,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-20,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-21,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-22,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-23,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-24,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-25,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-26,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-27,Togo,24.1,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-28,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-29,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-30,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-31,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-01,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-02,Togo,24.4,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-03,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-04,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-05,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-06,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-07,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-08,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-09,Togo,24.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-10,Togo,28.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-11,Togo,28.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-12,Togo,29.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-13,Togo,29.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-14,Togo,29.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-15,Togo,29.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-08-16,Togo,28.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-01,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-02,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-03,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-04,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-05,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-06,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-07,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-08,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-09,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-10,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-11,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-12,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-13,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-14,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-15,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-16,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-17,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-18,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-19,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-20,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-21,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-22,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-23,Tunisia,11.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-24,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-25,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-26,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-27,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-28,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-29,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-30,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-01-31,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-01,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-02,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-03,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-04,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-05,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-06,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-07,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-08,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-09,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-10,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-11,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-12,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-13,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-14,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-15,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-16,Tunisia,11.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-17,Tunisia,11.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-18,Tunisia,11.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-19,Tunisia,11.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-20,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-21,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-22,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-23,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-24,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-25,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-26,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-27,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-02-28,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-01,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-02,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-03,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-04,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-05,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-06,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-07,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-08,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-09,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-10,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-11,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-12,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-13,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-14,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-15,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-16,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-17,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-18,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-19,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-20,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-21,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-22,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-23,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-24,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-25,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-26,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-27,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-28,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-29,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-30,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-03-31,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-01,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-02,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-03,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-04,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-05,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-06,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-07,Tunisia,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-08,Tunisia,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-09,Tunisia,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-10,Tunisia,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-11,Tunisia,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-12,Tunisia,10.3,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-13,Tunisia,10.5,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-14,Tunisia,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-15,Tunisia,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-16,Tunisia,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-17,Tunisia,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-18,Tunisia,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-19,Tunisia,10.6,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-20,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-21,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-22,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-23,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-24,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-25,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-26,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-27,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-28,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-29,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-04-30,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-01,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-02,Tunisia,10.9,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-03,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-04,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-05,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-06,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-07,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-08,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-09,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-10,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-11,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-12,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-13,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-14,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-15,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-16,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-17,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-18,Tunisia,10.7,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-19,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-20,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-21,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-22,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-23,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-24,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-25,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-26,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-27,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-28,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-29,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-30,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-05-31,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-01,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-02,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-03,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-04,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-05,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-06,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-07,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-08,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-09,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-10,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-11,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-12,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-13,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-14,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-15,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-16,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-17,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-18,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-19,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-20,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-21,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-22,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-23,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-24,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-25,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-26,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-27,Tunisia,10.8,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-28,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-29,Tunisia,11.0,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-06-30,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-01,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-02,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-03,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-04,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-05,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-06,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-07,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-08,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-09,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-10,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-11,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-12,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-13,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-14,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-15,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-16,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-17,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-18,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-19,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-20,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-21,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-22,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-23,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
2022-07-24,Tunisia,11.2,WFP HungerMapLive,% of People with Insufficient food Consumption
