Country,Cause,Type,Year,Deaths per 100K people,Deaths,missing
Eswatini,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,532.02,"5,349",False
Eswatini,Self-harm,Injuries,2019.0,29.4,338,False
Eswatini,Kidney diseases,Noncommunicable diseases,2019.0,33.2,381,False
Eswatini,Road injury,Injuries,2019.0,33.47,384,False
Eswatini,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.5,511,False
Eswatini,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,45.04,517,False
Eswatini,Ischaemic heart disease,Noncommunicable diseases,2019.0,65.75,755,False
Eswatini,Stroke,Noncommunicable diseases,2019.0,69.72,800,False
Eswatini,Diabetes mellitus,Noncommunicable diseases,2019.0,77.69,892,False
Eswatini,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,80.18,921,False
Eswatini,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,201.51,"2,314",False
Seychelles,Prostate cancer,Noncommunicable diseases,2000.0,15.91,13,False
Seychelles,Diabetes mellitus,Noncommunicable diseases,2000.0,16.23,13,False
Seychelles,Colon and rectum cancers,Noncommunicable diseases,2000.0,17.54,14,False
Seychelles,Chronic obstructive pulmonary disease,Noncommunicable diseases,2000.0,24.06,19,False
Seychelles,Cirrhosis of the liver,Noncommunicable diseases,2000.0,30.62,25,False
Seychelles,Kidney diseases,Noncommunicable diseases,2000.0,35.67,29,False
Seychelles,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,50.57,41,False
Seychelles,Hypertensive heart disease,Noncommunicable diseases,2000.0,53.77,44,False
Seychelles,Stroke,Noncommunicable diseases,2000.0,61.24,50,False
Seychelles,Ischaemic heart disease,Noncommunicable diseases,2000.0,105.18,85,False
Seychelles,Prostate cancer,Noncommunicable diseases,2019.0,20.49,20,False
Seychelles,Chronic obstructive pulmonary disease,Noncommunicable diseases,2019.0,22.97,22,False
Seychelles,Colon and rectum cancers,Noncommunicable diseases,2019.0,25.26,25,False
Seychelles,Diabetes mellitus,Noncommunicable diseases,2019.0,26.13,26,False
Seychelles,Cirrhosis of the liver,Noncommunicable diseases,2019.0,31.99,31,False
Seychelles,Hypertensive heart disease,Noncommunicable diseases,2019.0,42.91,42,False
Seychelles,Kidney diseases,Noncommunicable diseases,2019.0,43.65,43,False
Seychelles,Stroke,Noncommunicable diseases,2019.0,68.04,66,False
Seychelles,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,76.6,75,False
Seychelles,Ischaemic heart disease,Noncommunicable diseases,2019.0,106.3,104,False
Chad,Road injury,Injuries,2000.0,26.95,"2,252",False
Chad,Congenital anomalies,Noncommunicable diseases,2000.0,31.61,"2,642",False
Chad,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,37.34,"3,120",False
Chad,Ischaemic heart disease,Noncommunicable diseases,2000.0,40.25,"3,363",False
Chad,Stroke,Noncommunicable diseases,2000.0,47.42,"3,962",False
Chad,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,59.34,"4,958",False
Chad,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,86.35,"7,215",False
Chad,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,185.56,"15,505",False
Chad,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,234.47,"19,592",False
Chad,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,238.7,"19,945",False
Chad,Maternal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,23.1,"3,672",False
Chad,Congenital anomalies,Noncommunicable diseases,2019.0,23.43,"3,725",False
Chad,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,30.21,"4,803",False
Chad,Road injury,Injuries,2019.0,32.52,"5,171",False
Chad,Ischaemic heart disease,Noncommunicable diseases,2019.0,35.47,"5,639",False
Chad,Stroke,Noncommunicable diseases,2019.0,38.1,"6,058",False
Chad,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,54.28,"8,630",False
Chad,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,93.34,"14,842",False
Chad,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,123.23,"19,594",False
Chad,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,146.1,"23,230",False
Togo,Diabetes mellitus,Noncommunicable diseases,2000.0,15.05,741,False
Togo,Cirrhosis of the liver,Noncommunicable diseases,2000.0,27.64,"1,361",False
Togo,Road injury,Injuries,2000.0,30.08,"1,481",False
Togo,Stroke,Noncommunicable diseases,2000.0,51.11,"2,517",False
Togo,Ischaemic heart disease,Noncommunicable diseases,2000.0,53.28,"2,624",False
Togo,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,90.38,"4,451",False
Togo,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,96.15,"4,735",False
Togo,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,113.01,"5,565",False
Togo,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,123.26,"6,070",False
Togo,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,123.97,"6,105",False
Togo,Diabetes mellitus,Noncommunicable diseases,2019.0,14.62,"1,181",False
Togo,Cirrhosis of the liver,Noncommunicable diseases,2019.0,18.77,"1,517",False
Togo,Road injury,Injuries,2019.0,28.65,"2,316",False
Togo,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,37.2,"3,007",False
Togo,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,39.47,"3,190",False
Togo,Stroke,Noncommunicable diseases,2019.0,44.22,"3,574",False
Togo,Ischaemic heart disease,Noncommunicable diseases,2019.0,51.25,"4,142",False
Togo,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,62.79,"5,075",False
Togo,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,71.0,"5,739",False
Togo,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,71.12,"5,748",False
Tunisia,Diabetes mellitus,Noncommunicable diseases,2000.0,8.58,833,False
Tunisia,Alzheimer disease and other dementias,Noncommunicable diseases,2000.0,11.57,"1,123",False
Tunisia,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2000.0,12.68,"1,231",False
Tunisia,Kidney diseases,Noncommunicable diseases,2000.0,15.59,"1,514",False
Tunisia,Hypertensive heart disease,Noncommunicable diseases,2000.0,18.19,"1,766",False
Tunisia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,18.6,"1,806",False
Tunisia,Road injury,Injuries,2000.0,23.71,"2,302",False
Tunisia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,24.71,"2,399",False
Tunisia,Stroke,Noncommunicable diseases,2000.0,62.1,"6,029",False
Tunisia,Ischaemic heart disease,Noncommunicable diseases,2000.0,146.44,"14,217",False
Tunisia,Diabetes mellitus,Noncommunicable diseases,2019.0,15.15,"1,773",False
Tunisia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,15.43,"1,805",False
Tunisia,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2019.0,15.8,"1,849",False
Tunisia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,16.34,"1,912",False
Tunisia,Road injury,Injuries,2019.0,16.48,"1,928",False
Tunisia,Alzheimer disease and other dementias,Noncommunicable diseases,2019.0,21.43,"2,507",False
Tunisia,Kidney diseases,Noncommunicable diseases,2019.0,22.0,"2,574",False
Tunisia,Hypertensive heart disease,Noncommunicable diseases,2019.0,24.14,"2,824",False
Tunisia,Stroke,Noncommunicable diseases,2019.0,72.73,"8,509",False
Tunisia,Ischaemic heart disease,Noncommunicable diseases,2019.0,176.56,"20,658",False
Tanzania,Congenital anomalies,Noncommunicable diseases,2000.0,19.61,"6,570",False
Tanzania,Ischaemic heart disease,Noncommunicable diseases,2000.0,29.37,"9,838",False
Tanzania,Road injury,Injuries,2000.0,32.22,"10,794",False
Tanzania,Stroke,Noncommunicable diseases,2000.0,43.03,"14,413",False
Tanzania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,66.07,"22,134",False
Tanzania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,89.5,"29,983",False
Tanzania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,120.37,"40,323",False
Tanzania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,122.37,"40,995",False
Tanzania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,132.8,"44,489",False
Tanzania,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,237.03,"79,406",False
Tanzania,Congenital anomalies,Noncommunicable diseases,2019.0,16.88,"9,791",False
Tanzania,Ischaemic heart disease,Noncommunicable diseases,2019.0,22.78,"13,215",False
Tanzania,Stroke,Noncommunicable diseases,2019.0,29.13,"16,894",False
Tanzania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,30.32,"17,587",False
Tanzania,Road injury,Injuries,2019.0,31.13,"18,054",False
Tanzania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,34.95,"20,269",False
Tanzania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,37.51,"21,758",False
Tanzania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.88,"26,028",False
Tanzania,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,47.24,"27,402",False
Tanzania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,63.64,"36,911",False
Uganda,Congenital anomalies,Noncommunicable diseases,2000.0,20.4,"4,834",False
Uganda,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,26.45,"6,268",False
Uganda,Ischaemic heart disease,Noncommunicable diseases,2000.0,31.35,"7,429",False
Uganda,Road injury,Injuries,2000.0,33.8,"8,010",False
Uganda,Stroke,Noncommunicable diseases,2000.0,49.59,"11,753",False
Uganda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,100.9,"23,913",False
Uganda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,124.0,"29,388",False
Uganda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,136.29,"32,301",False
Uganda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,178.3,"42,258",False
Uganda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,351.84,"83,387",False
Uganda,Congenital anomalies,Noncommunicable diseases,2019.0,14.99,"6,641",False
Uganda,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,16.38,"7,254",False
Uganda,Ischaemic heart disease,Noncommunicable diseases,2019.0,19.83,"8,784",False
Uganda,Stroke,Noncommunicable diseases,2019.0,25.24,"11,181",False
Uganda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,27.32,"12,103",False
Uganda,Road injury,Injuries,2019.0,29.37,"13,012",False
Uganda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,30.65,"13,576",False
Uganda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,42.58,"18,865",False
Uganda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,47.83,"21,188",False
Uganda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,60.48,"26,793",False
South Africa,Kidney diseases,Noncommunicable diseases,2000.0,19.83,"8,924",False
South Africa,Self-harm,Injuries,2000.0,22.42,"10,090",False
South Africa,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,39.95,"17,980",False
South Africa,Diabetes mellitus,Noncommunicable diseases,2000.0,42.69,"19,213",False
South Africa,Interpersonal violence,Injuries,2000.0,53.77,"24,197",False
South Africa,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,57.01,"25,652",False
South Africa,Ischaemic heart disease,Noncommunicable diseases,2000.0,61.79,"27,806",False
South Africa,Stroke,Noncommunicable diseases,2000.0,65.25,"29,364",False
South Africa,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,75.91,"34,161",False
South Africa,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,329.23,"148,155",False
South Africa,Self-harm,Injuries,2019.0,23.51,"13,774",False
South Africa,Kidney diseases,Noncommunicable diseases,2019.0,26.11,"15,302",False
South Africa,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,27.04,"15,843",False
South Africa,Interpersonal violence,Injuries,2019.0,35.84,"21,000",False
South Africa,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,37.48,"21,965",False
South Africa,Diabetes mellitus,Noncommunicable diseases,2019.0,51.51,"30,188",False
South Africa,Stroke,Noncommunicable diseases,2019.0,52.38,"30,693",False
South Africa,Ischaemic heart disease,Noncommunicable diseases,2019.0,55.87,"32,739",False
South Africa,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,67.13,"39,341",False
South Africa,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,122.86,"71,996",False
Zambia,Road injury,Injuries,2000.0,27.4,"2,850",False
Zambia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,35.94,"3,737",False
Zambia,Cirrhosis of the liver,Noncommunicable diseases,2000.0,44.02,"4,578",False
Zambia,Ischaemic heart disease,Noncommunicable diseases,2000.0,44.27,"4,604",False
Zambia,Stroke,Noncommunicable diseases,2000.0,57.34,"5,963",False
Zambia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,87.87,"9,138",False
Zambia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,135.82,"14,126",False
Zambia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,159.54,"16,592",False
Zambia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,160.78,"16,721",False
Zambia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,514.51,"53,509",False
Zambia,Road injury,Injuries,2019.0,20.41,"3,654",False
Zambia,Ischaemic heart disease,Noncommunicable diseases,2019.0,24.76,"4,432",False
Zambia,Cirrhosis of the liver,Noncommunicable diseases,2019.0,25.14,"4,501",False
Zambia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,33.19,"5,941",False
Zambia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,35.06,"6,275",False
Zambia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.03,"7,882",False
Zambia,Stroke,Noncommunicable diseases,2019.0,44.4,"7,948",False
Zambia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,53.17,"9,517",False
Zambia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,72.63,"13,001",False
Zambia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,96.28,"17,234",False
Zimbabwe,Congenital anomalies,Noncommunicable diseases,2000.0,9.15,"1,089",False
Zimbabwe,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,10.43,"1,242",False
Zimbabwe,Diabetes mellitus,Noncommunicable diseases,2000.0,14.55,"1,731",False
Zimbabwe,Stroke,Noncommunicable diseases,2000.0,26.49,"3,153",False
Zimbabwe,Road injury,Injuries,2000.0,29.27,"3,483",False
Zimbabwe,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,32.83,"3,907",False
Zimbabwe,Ischaemic heart disease,Noncommunicable diseases,2000.0,40.06,"4,767",False
Zimbabwe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,62.16,"7,397",False
Zimbabwe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,69.69,"8,293",False
Zimbabwe,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,914.82,"108,863",False
Zimbabwe,Congenital anomalies,Noncommunicable diseases,2019.0,15.19,"2,217",False
Zimbabwe,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,16.41,"2,396",False
Zimbabwe,Diabetes mellitus,Noncommunicable diseases,2019.0,22.9,"3,344",False
Zimbabwe,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,31.47,"4,595",False
Zimbabwe,Stroke,Noncommunicable diseases,2019.0,35.11,"5,126",False
Zimbabwe,Road injury,Injuries,2019.0,41.35,"6,037",False
Zimbabwe,Ischaemic heart disease,Noncommunicable diseases,2019.0,58.17,"8,493",False
Zimbabwe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,65.18,"9,516",False
Zimbabwe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,73.83,"10,779",False
Zimbabwe,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,136.91,"19,988",False
