year,name,Humanitarian,Education,Health,Refugees in Donor Countries,Multi-sector,Administrative Costs of Donors,Government,Agriculture and Forestry & Fishing,Transport & Storage and communications,Energy,Civil society,Unallocated/ Unspecified,"Social infrastructure, protection and services",Water Supply & Sanitation,Banking & Financial Services and Business,General Budget Support,Conflict Peace and Security,Environment Protection,"Industry, Mining, Construction",Action Relating to Debt,Other,Trade Policies & Regulations,source
2021,Belgium,364.3,199.3,267.9,261.2,239.1,130.5,150.6,177.4,72.8,100.4,84.5,87.8,111.5,74.2,187.1,79.7,52.1,88.2,87.9,2.9,4.8,14.3,OECD DAC Creditor Reporting System (CRS)
2021,Canada,899.7,330.0,2039.4,477.0,236.1,339.8,223.9,385.4,66.8,372.7,249.3,141.4,144.9,80.3,242.9,18.3,114.5,92.2,44.4,0.6,15.9,17.9,OECD DAC Creditor Reporting System (CRS)
2021,Czechia,69.6,28.5,42.2,7.2,29.1,17.0,37.0,19.1,8.4,9.7,18.4,10.2,17.3,13.0,13.3,26.1,16.7,8.6,4.5,0.6,1.7,3.3,OECD DAC Creditor Reporting System (CRS)
2021,Denmark,501.7,119.7,265.6,61.4,106.4,189.0,197.6,118.8,29.4,218.6,214.1,196.3,138.5,109.5,145.9,40.0,111.6,77.4,25.2,39.5,6.2,10.7,OECD DAC Creditor Reporting System (CRS)
2021,Estonia,11.2,6.6,6.6,,3.9,7.5,7.7,2.8,1.2,1.3,3.6,0.9,2.2,1.0,4.3,3.2,2.7,1.7,0.5,0.1,0.2,0.9,OECD DAC Creditor Reporting System (CRS)
2021,Finland,179.5,137.3,97.5,70.3,93.6,74.7,109.1,84.2,54.5,63.8,58.7,123.0,50.5,32.9,202.1,40.5,47.9,26.0,13.6,1.9,2.3,12.6,OECD DAC Creditor Reporting System (CRS)
2021,France,684.5,1805.8,2058.0,1179.0,1892.5,936.1,1112.0,1037.9,907.3,1087.3,383.6,420.4,614.2,847.1,1726.0,983.6,201.0,1004.1,839.4,180.9,88.4,215.2,OECD DAC Creditor Reporting System (CRS)
2021,Germany,4105.9,3979.3,5026.7,2906.5,2403.3,1513.3,1913.9,1779.1,616.1,2285.3,1323.8,1843.8,1826.6,1142.8,3055.6,489.0,1350.7,1598.4,894.5,31.3,466.5,189.1,OECD DAC Creditor Reporting System (CRS)
2021,Greece,37.6,17.6,46.8,39.0,23.8,12.6,25.8,13.8,7.3,6.9,10.9,4.0,11.5,4.9,7.2,27.8,11.7,6.2,2.9,1.1,1.6,2.9,OECD DAC Creditor Reporting System (CRS)
2021,Hungary,34.5,161.9,85.0,1.6,16.7,10.5,22.0,35.8,13.1,6.7,8.2,12.5,20.6,7.7,16.3,16.7,9.7,5.1,5.4,0.5,1.2,2.4,OECD DAC Creditor Reporting System (CRS)
2021,Iceland,11.0,7.8,17.3,4.8,3.9,5.6,1.7,4.5,0.7,5.2,4.9,0.7,1.4,2.3,0.5,0.0,0.3,0.9,0.2,0.6,0.0,0.1,OECD DAC Creditor Reporting System (CRS)
2021,Ireland,262.7,72.5,152.9,52.1,73.3,71.9,49.9,53.7,15.8,17.3,75.2,58.5,48.4,15.2,17.8,35.1,37.8,27.9,6.8,0.9,3.0,7.3,OECD DAC Creditor Reporting System (CRS)
2021,Italy,659.8,398.9,1067.2,569.1,411.3,195.3,371.9,330.3,175.7,261.3,143.4,132.3,200.0,155.2,98.2,261.1,135.9,154.2,68.6,678.3,16.3,49.2,OECD DAC Creditor Reporting System (CRS)
2021,Japan,949.1,525.9,1599.7,0.2,1884.2,594.8,308.6,695.7,4753.5,1658.9,61.0,48.7,494.5,680.3,101.8,1283.9,110.4,183.9,364.5,1.1,49.5,53.5,OECD DAC Creditor Reporting System (CRS)
2021,Latvia,7.8,3.4,5.0,2.0,3.7,2.4,4.6,2.0,1.2,1.2,2.2,0.5,2.1,0.8,1.5,3.6,3.4,1.0,0.5,0.1,0.2,0.4,OECD DAC Creditor Reporting System (CRS)
2021,Lithuania,15.3,12.0,9.3,2.3,6.8,5.3,8.8,3.8,2.2,3.5,5.2,1.1,3.9,1.6,2.8,8.2,5.1,2.0,1.0,0.2,0.4,1.0,OECD DAC Creditor Reporting System (CRS)
2021,Luxembourg,94.2,63.3,81.4,,22.9,33.5,28.0,33.5,12.5,9.5,21.1,32.4,27.0,20.4,35.2,15.6,5.0,2.8,2.2,0.2,3.8,1.0,OECD DAC Creditor Reporting System (CRS)
2021,Netherlands,513.0,171.4,671.2,446.4,288.6,500.3,541.3,354.5,49.3,117.0,432.4,84.3,201.7,265.8,250.9,94.5,200.1,154.4,83.6,5.2,33.7,74.8,OECD DAC Creditor Reporting System (CRS)
2021,New Zealand,50.7,62.5,92.5,11.5,40.5,56.0,30.7,40.2,21.8,15.4,12.6,23.0,19.7,10.8,12.2,117.1,7.0,18.5,2.4,0.0,3.6,11.0,OECD DAC Creditor Reporting System (CRS)
2021,Norway,639.8,351.0,779.8,47.1,159.7,286.2,180.5,209.0,36.7,308.4,277.8,41.3,127.3,37.9,374.4,34.3,167.4,375.0,23.1,0.3,2.5,15.1,OECD DAC Creditor Reporting System (CRS)
2021,Poland,173.3,224.8,117.8,20.5,74.1,42.7,108.0,43.4,40.1,22.8,60.5,8.9,45.3,15.8,29.1,71.4,45.0,20.6,11.5,3.9,4.7,8.9,OECD DAC Creditor Reporting System (CRS)
2021,Portugal,54.3,93.3,59.5,11.9,32.2,22.2,33.8,16.3,11.4,8.5,14.9,24.1,24.6,11.5,10.2,29.6,22.1,9.8,3.6,68.7,1.7,4.5,OECD DAC Creditor Reporting System (CRS)
2021,Slovakia,23.0,11.3,22.5,1.2,11.2,9.1,17.1,6.7,3.3,4.2,6.9,5.1,6.4,4.4,6.8,10.6,7.9,3.1,2.8,1.5,0.7,2.4,OECD DAC Creditor Reporting System (CRS)
2021,Slovenia,14.8,24.5,18.2,2.6,6.4,7.7,9.1,3.9,2.2,2.4,3.7,1.2,3.7,2.9,3.3,6.0,5.5,3.2,1.1,0.2,0.4,0.9,OECD DAC Creditor Reporting System (CRS)
2021,South Korea,195.3,212.1,629.0,0.5,107.8,97.8,138.0,188.2,1490.9,519.7,35.8,112.5,157.0,215.9,56.8,23.4,15.9,39.7,330.0,0.4,0.5,16.3,OECD DAC Creditor Reporting System (CRS)
2021,Spain,436.7,196.0,638.2,242.8,247.1,198.5,232.2,188.8,119.5,94.2,219.8,99.9,135.9,80.1,75.2,168.7,126.0,72.0,38.4,8.8,16.3,27.2,OECD DAC Creditor Reporting System (CRS)
2021,Sweden,829.0,214.7,653.6,82.1,329.4,309.1,304.3,242.7,90.2,188.8,669.3,104.4,350.6,132.0,246.1,76.4,234.4,212.9,78.1,11.6,6.1,36.8,OECD DAC Creditor Reporting System (CRS)
2021,Switzerland,478.0,226.9,603.4,403.7,252.4,282.3,408.9,223.2,58.5,129.3,173.2,67.2,165.4,148.5,194.0,48.0,81.6,62.5,124.6,1.0,0.6,43.4,OECD DAC Creditor Reporting System (CRS)
2021,United Kingdom,1624.9,905.4,2911.3,1563.9,1279.7,1214.2,746.2,857.2,598.7,1260.5,572.9,169.2,491.3,299.3,1692.4,1271.2,516.1,460.2,572.3,66.2,43.4,207.5,OECD DAC Creditor Reporting System (CRS)
2021,United States,14519.0,1557.2,16607.7,5441.4,925.4,4478.9,1566.2,1310.9,241.2,1230.2,1204.9,92.8,816.9,497.0,3049.4,250.8,1222.2,655.8,47.5,4.7,1155.3,166.4,OECD DAC Creditor Reporting System (CRS)
2022,Australia,455.5,232.3,562.9,0.0,215.7,199.4,294.5,149.9,202.0,68.8,150.3,101.4,108.5,90.7,62.1,90.0,43.4,48.1,21.5,,5.3,40.9,OECD DAC Creditor Reporting System (CRS)
2022,Austria,272.7,253.4,108.9,419.0,98.1,66.1,102.5,121.4,72.6,181.8,37.8,37.5,78.4,37.8,144.5,80.4,33.8,35.1,133.9,1.1,2.2,9.1,OECD DAC Creditor Reporting System (CRS)
2022,Belgium,425.4,215.1,282.4,350.7,187.2,143.9,155.6,168.9,74.9,96.4,76.9,473.1,145.7,78.8,151.2,112.7,54.9,75.3,96.4,6.6,4.2,14.4,OECD DAC Creditor Reporting System (CRS)
2022,Canada,1094.6,353.7,1668.1,916.5,295.4,335.3,262.4,502.7,127.3,473.4,260.4,1990.0,160.7,114.8,242.8,64.6,134.7,97.8,152.3,2.4,13.6,22.2,OECD DAC Creditor Reporting System (CRS)
2022,Czechia,106.0,31.2,39.0,732.1,31.7,20.6,38.5,17.2,7.5,10.6,18.1,7.8,19.1,13.1,11.4,37.6,17.0,10.7,10.0,0.3,1.5,2.9,OECD DAC Creditor Reporting System (CRS)
2022,Denmark,555.9,119.3,199.3,357.4,122.6,172.8,145.9,58.8,24.1,97.5,201.0,247.0,91.1,54.8,118.9,55.4,68.6,82.5,39.5,27.5,15.9,6.1,OECD DAC Creditor Reporting System (CRS)
2022,Estonia,13.4,5.8,3.8,157.6,7.6,11.2,5.2,2.3,1.6,1.4,2.5,0.6,2.4,1.1,1.9,5.0,2.8,1.3,1.7,0.0,0.3,0.6,OECD DAC Creditor Reporting System (CRS)
2022,Finland,197.1,97.2,102.7,446.6,77.6,81.8,104.3,75.2,28.3,92.3,62.8,72.7,43.0,29.6,99.3,48.4,45.1,25.7,33.2,0.6,1.8,11.5,OECD DAC Creditor Reporting System (CRS)
2022,France,1104.7,2080.8,2079.1,1701.5,1308.1,1096.0,2034.8,1067.0,1083.7,1649.6,407.9,1243.8,549.9,970.1,1711.0,1103.6,182.9,826.4,670.3,77.3,43.3,234.9,OECD DAC Creditor Reporting System (CRS)
2022,Germany,5099.8,4060.7,4710.0,5422.2,4942.1,1527.0,1580.3,2348.1,734.1,2948.9,1282.0,631.3,2143.4,1216.5,2889.2,712.6,1376.2,1319.6,838.1,18.2,521.6,206.1,OECD DAC Creditor Reporting System (CRS)
2022,Greece,51.0,20.4,43.3,82.3,24.2,15.5,24.6,10.4,6.0,7.2,11.5,2.1,13.1,5.5,8.0,44.0,13.2,8.8,4.0,0.5,1.3,2.3,OECD DAC Creditor Reporting System (CRS)
2022,Hungary,74.9,181.3,63.4,0.0,10.5,3.7,6.0,30.9,3.0,3.5,2.6,0.7,4.6,2.8,4.6,16.0,1.6,2.8,42.6,0.3,0.1,0.6,OECD DAC Creditor Reporting System (CRS)
2022,Iceland,21.3,6.8,11.1,6.9,3.9,7.3,2.6,5.8,1.0,7.6,5.3,3.3,4.6,7.3,0.8,0.0,0.2,0.8,0.6,0.0,0.2,0.2,OECD DAC Creditor Reporting System (CRS)
2022,Ireland,339.4,79.4,162.4,1313.7,73.9,74.1,53.6,59.2,15.6,19.5,79.3,75.5,52.5,17.4,24.7,49.3,38.7,41.5,11.6,0.6,2.8,7.4,OECD DAC Creditor Reporting System (CRS)
2022,Italy,930.9,638.7,798.6,1644.1,455.1,357.4,415.4,239.0,98.1,136.5,154.9,160.2,223.2,101.7,107.3,550.8,145.1,117.0,120.3,155.5,14.2,42.2,OECD DAC Creditor Reporting System (CRS)
2022,Japan,728.2,645.5,2447.9,50.0,1493.3,594.7,274.6,759.6,6604.6,2356.2,70.6,56.6,334.5,826.6,167.6,1650.2,74.2,116.0,1019.9,3.9,62.4,63.4,OECD DAC Creditor Reporting System (CRS)
2022,Latvia,12.8,5.4,15.1,74.6,4.7,3.4,12.4,2.9,2.6,2.3,2.5,0.5,3.7,1.5,2.3,5.4,3.5,1.5,1.5,0.0,0.2,0.6,OECD DAC Creditor Reporting System (CRS)
2022,Lithuania,77.8,15.4,11.1,86.4,9.8,8.2,11.2,5.0,2.7,5.6,5.8,1.1,5.5,2.4,4.1,12.4,7.6,3.1,3.4,0.1,0.5,1.0,OECD DAC Creditor Reporting System (CRS)
2022,Luxembourg,117.8,51.5,83.6,0.0,19.0,34.3,22.5,37.8,6.6,5.4,19.3,43.9,25.3,20.7,41.1,9.1,5.3,3.0,3.7,0.1,17.7,1.3,OECD DAC Creditor Reporting System (CRS)
2022,Netherlands,827.1,224.6,787.2,1096.8,453.5,527.8,557.7,319.4,66.6,224.2,483.6,120.0,280.0,262.3,311.0,181.8,205.7,227.0,63.4,2.6,70.2,72.7,OECD DAC Creditor Reporting System (CRS)
2022,New Zealand,42.7,39.0,65.3,14.5,34.2,65.9,26.1,37.3,14.4,13.7,15.7,23.7,12.8,16.8,11.0,37.5,9.2,19.9,1.5,0.0,0.1,8.6,OECD DAC Creditor Reporting System (CRS)
2022,Norway,618.1,216.1,418.7,405.6,245.4,247.8,123.9,250.1,25.7,548.4,221.7,33.0,83.9,33.1,359.7,47.7,136.0,308.2,40.5,4.5,3.0,9.0,OECD DAC Creditor Reporting System (CRS)
2022,Poland,476.6,241.6,96.4,2791.6,92.7,58.5,130.3,41.6,60.8,28.1,53.6,11.3,55.3,21.3,32.8,139.6,53.3,34.0,16.9,0.8,4.6,8.8,OECD DAC Creditor Reporting System (CRS)
2022,Portugal,99.3,92.1,55.2,16.3,37.6,27.9,32.6,15.0,22.0,11.5,14.8,3.4,29.1,14.8,10.9,68.1,23.6,10.2,4.9,52.4,1.4,4.2,OECD DAC Creditor Reporting System (CRS)
2022,Slovakia,32.6,14.0,30.4,1.6,12.6,10.3,15.4,7.1,3.2,4.7,6.4,3.9,7.6,4.2,5.4,21.5,7.7,4.3,5.1,0.4,0.7,2.1,OECD DAC Creditor Reporting System (CRS)
2022,Slovenia,23.9,24.9,12.1,30.1,7.8,9.2,9.7,4.2,2.5,3.3,4.2,1.0,4.5,3.7,3.5,9.5,6.5,3.2,2.5,25.1,0.4,0.8,OECD DAC Creditor Reporting System (CRS)
2022,South Korea,214.7,253.9,475.7,10.9,119.7,105.7,137.8,231.1,967.1,474.6,45.3,715.7,87.5,192.0,76.7,20.3,23.8,64.4,278.7,0.3,40.8,14.9,OECD DAC Creditor Reporting System (CRS)
2022,Spain,532.5,212.8,515.0,1019.1,249.2,226.8,278.7,190.9,65.5,108.7,237.1,129.9,146.5,95.6,91.4,281.9,227.3,84.3,79.0,12.1,9.2,25.4,OECD DAC Creditor Reporting System (CRS)
2022,Sweden,913.5,211.1,550.9,400.0,279.2,321.0,281.4,191.7,79.6,187.4,566.7,183.3,313.0,131.5,270.7,102.0,248.4,208.6,57.7,3.2,57.6,26.6,OECD DAC Creditor Reporting System (CRS)
2022,Switzerland,642.3,227.2,311.2,1404.6,253.7,279.8,378.1,247.3,73.2,147.7,191.3,73.8,167.0,134.1,197.8,9.3,83.5,72.0,122.0,0.6,0.8,39.7,OECD DAC Creditor Reporting System (CRS)
2022,United Kingdom,1957.6,618.8,2416.4,5201.6,1120.1,1335.2,547.2,745.5,802.6,959.4,586.0,357.2,296.1,189.8,1095.2,348.6,280.2,590.1,343.3,4.9,94.5,85.7,OECD DAC Creditor Reporting System (CRS)
2022,United States,13684.7,1466.6,17895.0,8256.5,667.1,3917.1,9906.0,1107.5,406.4,950.1,1318.4,360.9,667.1,465.4,2454.4,343.4,824.2,608.6,354.5,7.0,768.6,144.6,OECD DAC Creditor Reporting System (CRS)
2023,Australia,421.6,208.8,448.4,0.0,521.7,27.8,282.4,178.8,262.0,117.6,186.1,49.4,158.0,77.8,85.2,91.1,29.6,62.6,18.7,,6.6,42.5,OECD DAC Creditor Reporting System (CRS)
2023,Austria,258.4,304.2,88.2,294.9,105.9,70.9,92.0,86.7,50.0,300.1,37.0,70.4,80.4,55.2,104.6,65.2,29.2,53.1,46.3,2.6,1.3,9.9,OECD DAC Creditor Reporting System (CRS)
2023,Belgium,453.0,214.1,269.2,365.8,193.6,147.6,133.8,169.1,96.0,105.7,78.1,104.7,141.3,73.9,190.5,85.6,47.7,72.5,81.5,7.4,2.4,11.6,OECD DAC Creditor Reporting System (CRS)
2023,Canada,835.2,444.5,1223.4,1712.5,252.8,368.8,238.8,409.7,112.1,679.1,301.1,1988.1,183.2,104.3,260.2,19.7,149.5,197.8,64.9,0.9,22.3,31.8,OECD DAC Creditor Reporting System (CRS)
2023,Czechia,76.0,28.5,33.3,416.6,25.9,19.9,30.4,17.1,8.6,11.2,16.6,6.4,18.5,12.1,9.9,25.3,15.6,11.1,9.9,0.1,1.6,3.9,OECD DAC Creditor Reporting System (CRS)
2023,Denmark,561.8,127.1,154.1,280.4,194.5,201.7,162.2,99.3,53.3,138.1,218.7,226.9,75.3,123.0,86.9,61.2,79.2,146.7,35.8,36.6,14.4,5.4,OECD DAC Creditor Reporting System (CRS)
2023,Estonia,14.6,9.0,4.9,34.9,4.5,10.0,5.1,2.4,2.8,1.7,2.9,1.6,2.9,1.2,1.9,3.4,2.7,2.5,1.9,0.1,0.2,0.5,OECD DAC Creditor Reporting System (CRS)
2023,Finland,234.6,96.5,102.6,254.4,96.0,84.5,94.0,110.6,62.0,64.0,76.7,60.5,57.0,39.5,138.6,49.8,48.0,32.2,25.9,0.4,1.2,7.9,OECD DAC Creditor Reporting System (CRS)
2023,France,1358.6,2109.2,1787.5,1314.7,1453.9,1113.8,1056.5,729.8,1294.4,1393.8,383.0,1186.0,560.0,772.3,1408.8,684.5,162.1,969.1,488.0,6.7,56.3,67.9,OECD DAC Creditor Reporting System (CRS)
2023,Germany,4052.3,3878.7,2305.1,7527.6,3288.0,1645.5,1384.7,1597.4,893.8,3108.5,1219.7,290.2,1657.3,1276.8,2885.6,7652.0,1337.2,1407.9,738.9,90.1,286.0,222.0,OECD DAC Creditor Reporting System (CRS)
2023,Greece,51.2,19.5,19.0,52.0,21.3,16.9,18.6,7.7,6.5,7.0,11.2,2.5,11.6,4.9,7.1,54.6,11.7,8.7,4.4,0.7,0.7,1.7,OECD DAC Creditor Reporting System (CRS)
2023,Hungary,12.9,112.1,76.6,2.1,5.1,0.2,3.5,8.5,1.8,2.2,1.9,2.1,2.1,25.5,4.5,9.8,0.7,0.4,7.5,0.1,0.0,0.3,OECD DAC Creditor Reporting System (CRS)
2023,Iceland,21.9,5.7,12.6,10.1,9.0,9.0,2.1,6.9,0.8,7.2,6.1,4.2,1.3,9.2,0.6,0.1,0.1,1.5,0.5,1.2,0.2,0.1,OECD DAC Creditor Reporting System (CRS)
2023,Ireland,345.6,93.3,159.2,1501.8,97.8,84.4,49.5,62.6,20.8,28.8,87.7,40.7,62.7,17.6,20.9,60.9,44.0,43.2,11.3,1.0,1.8,7.0,OECD DAC Creditor Reporting System (CRS)
2023,Italy,741.2,448.8,409.4,1695.1,504.2,242.6,293.6,219.0,123.5,171.8,149.6,177.7,218.2,113.3,105.2,390.4,121.2,154.1,279.7,21.4,13.9,78.3,OECD DAC Creditor Reporting System (CRS)
2023,Japan,1300.9,715.6,1653.9,33.6,2173.0,610.3,606.3,1045.9,6908.1,1958.2,125.8,497.7,458.3,1157.6,258.4,757.4,114.6,204.5,1582.6,12.2,40.8,283.7,OECD DAC Creditor Reporting System (CRS)
2023,Latvia,19.2,5.8,11.5,45.0,4.6,4.3,5.8,2.9,2.2,2.7,2.6,12.1,3.9,1.6,2.4,8.7,3.2,1.6,1.6,0.2,0.1,0.6,OECD DAC Creditor Reporting System (CRS)
2023,Lithuania,60.1,23.9,19.6,36.7,8.4,8.1,9.9,3.3,3.2,7.8,4.4,1.5,6.2,2.0,3.2,6.3,10.2,2.9,1.7,0.3,0.2,0.8,OECD DAC Creditor Reporting System (CRS)
2023,Luxembourg,131.2,66.3,77.1,0.0,26.2,37.7,24.5,27.7,13.7,7.2,22.0,41.1,33.2,17.6,37.4,3.4,4.4,10.6,3.6,0.0,2.8,0.8,OECD DAC Creditor Reporting System (CRS)
2023,Netherlands,958.5,205.9,712.7,1362.6,416.8,541.2,577.4,416.8,76.8,241.8,454.2,83.2,233.1,270.0,283.9,148.9,202.5,177.6,95.7,1.3,51.7,101.6,OECD DAC Creditor Reporting System (CRS)
2023,New Zealand,66.9,60.4,42.6,13.4,44.9,71.2,61.3,72.9,20.4,42.9,24.3,21.7,17.2,29.3,6.8,84.4,11.6,40.6,5.9,0.0,0.1,17.7,OECD DAC Creditor Reporting System (CRS)
2023,Norway,1049.1,225.8,438.1,415.1,591.0,322.0,138.9,363.8,44.0,713.6,252.9,36.0,103.3,56.4,311.9,45.9,164.0,371.6,132.2,0.4,6.1,18.3,OECD DAC Creditor Reporting System (CRS)
2023,Poland,295.5,224.1,80.8,1453.9,83.0,59.9,101.4,36.0,63.1,26.5,49.9,60.1,50.4,18.6,29.2,78.4,45.7,28.6,27.8,0.4,2.5,6.4,OECD DAC Creditor Reporting System (CRS)
2023,Portugal,78.0,94.1,39.9,9.5,31.8,29.8,24.6,11.7,15.9,8.8,17.4,14.7,68.5,15.7,9.9,35.2,20.8,10.9,5.4,58.8,8.8,2.7,OECD DAC Creditor Reporting System (CRS)
2023,Slovakia,29.6,13.0,24.1,1.6,11.5,11.2,15.9,6.3,3.8,4.9,6.3,4.2,7.1,4.3,5.0,13.2,8.5,4.3,4.5,0.1,0.5,1.9,OECD DAC Creditor Reporting System (CRS)
2023,Slovenia,30.5,27.2,8.8,18.3,7.8,11.4,9.0,4.3,2.7,3.8,4.8,1.2,4.8,5.1,3.5,7.0,7.8,3.6,2.6,0.0,0.2,0.6,OECD DAC Creditor Reporting System (CRS)
2023,South Korea,206.0,275.1,464.7,1.3,138.1,109.7,166.9,288.3,1078.7,252.2,51.6,156.5,108.7,162.8,118.9,27.3,36.0,134.5,235.3,0.4,42.7,22.8,OECD DAC Creditor Reporting System (CRS)
2023,Spain,567.1,230.4,324.1,328.1,249.0,257.9,207.3,183.3,99.5,119.9,248.7,236.5,142.1,116.1,120.5,242.5,99.0,117.6,73.4,2.2,15.5,21.3,OECD DAC Creditor Reporting System (CRS)
2023,Sweden,994.8,218.9,557.2,261.0,238.9,316.5,269.6,264.7,101.0,319.3,573.4,129.3,272.4,141.3,180.1,77.7,201.6,388.4,93.7,3.2,4.6,36.2,OECD DAC Creditor Reporting System (CRS)
2023,Switzerland,724.1,236.2,320.3,1512.6,284.1,288.6,367.5,240.3,73.2,150.0,192.2,65.2,172.9,168.8,157.3,27.8,105.6,75.1,132.3,18.1,0.4,41.0,OECD DAC Creditor Reporting System (CRS)
2023,United Kingdom,1490.2,721.6,3045.3,5613.2,958.6,1276.6,570.3,1059.5,383.2,1241.6,501.1,433.5,546.3,277.2,1204.5,221.7,279.4,689.6,477.2,2.8,86.6,85.6,OECD DAC Creditor Reporting System (CRS)
2023,United States,15719.0,1854.8,9874.2,7118.7,733.7,8210.4,12077.0,1862.2,384.1,1735.5,1833.7,229.1,786.9,684.9,1091.7,190.3,1018.8,1040.2,419.3,2.2,384.3,208.2,OECD DAC Creditor Reporting System (CRS)
2024,Australia,391.4,165.0,476.2,0.0,403.3,209.2,340.3,152.2,197.4,149.0,165.5,11.5,134.9,87.3,82.7,477.1,36.8,47.8,28.1,,3.6,53.0,OECD DAC Creditor Reporting System (CRS)
2024,Austria,272.4,347.1,68.7,103.9,97.7,77.3,84.9,134.6,44.0,161.2,44.9,44.1,71.2,55.9,124.3,85.5,34.0,61.9,73.6,2.8,0.9,7.5,OECD DAC Creditor Reporting System (CRS)
2024,Belgium,431.0,234.5,276.2,472.8,192.5,162.0,160.1,205.9,94.2,147.6,81.8,59.4,189.2,70.9,173.8,147.3,52.3,95.8,53.5,6.2,2.1,14.1,OECD DAC Creditor Reporting System (CRS)
2024,Canada,543.0,358.8,1014.4,1747.9,1979.6,339.2,219.6,492.3,72.9,656.6,290.2,76.3,144.6,76.7,379.3,66.0,227.3,328.8,117.5,0.9,15.5,21.3,OECD DAC Creditor Reporting System (CRS)
2024,Czechia,69.8,29.0,30.8,161.2,23.5,19.1,28.3,15.5,8.0,12.1,18.8,6.9,19.8,11.3,8.6,43.4,14.5,12.0,9.7,0.0,0.5,2.0,OECD DAC Creditor Reporting System (CRS)
2024,Denmark,663.4,138.1,225.0,179.7,170.2,210.2,193.8,171.6,35.4,149.9,166.6,231.1,90.9,113.2,89.7,83.2,77.3,132.7,27.2,32.3,4.1,8.3,OECD DAC Creditor Reporting System (CRS)
2024,Estonia,11.2,7.2,4.9,2.6,3.8,9.7,7.6,2.5,2.2,2.8,3.3,1.1,6.5,1.5,2.5,6.2,2.8,1.7,1.6,0.0,0.1,0.7,OECD DAC Creditor Reporting System (CRS)
2024,Finland,189.7,86.5,77.5,274.3,68.1,82.2,59.7,76.8,59.4,51.0,65.8,45.4,43.5,29.0,129.2,60.1,46.7,31.9,13.7,0.1,1.0,9.6,OECD DAC Creditor Reporting System (CRS)
2024,France,1162.6,2101.8,1568.1,1227.2,1297.3,1218.1,1050.7,829.5,1334.2,1209.9,380.2,960.5,758.6,949.6,1243.0,901.6,180.7,1113.7,730.8,375.6,90.2,53.2,OECD DAC Creditor Reporting System (CRS)
2024,Germany,2938.6,3438.0,1561.1,6254.0,5734.3,1609.9,1494.8,911.5,912.6,3447.9,921.8,504.9,1497.5,1593.9,2361.1,851.3,888.5,1663.1,634.1,1.3,54.0,162.0,OECD DAC Creditor Reporting System (CRS)
2024,Greece,51.7,22.6,18.6,46.2,20.0,18.5,21.3,7.9,7.5,10.1,12.5,2.1,15.0,6.7,7.3,67.3,12.8,8.6,6.9,0.0,0.5,1.8,OECD DAC Creditor Reporting System (CRS)
2024,Hungary,8.2,104.2,17.8,0.8,1.5,0.6,5.1,5.8,0.9,9.0,2.2,1.1,2.0,25.0,1.3,9.6,1.1,0.5,4.1,0.0,0.0,0.3,OECD DAC Creditor Reporting System (CRS)
2024,Iceland,17.3,6.7,13.3,7.2,7.6,12.9,1.6,4.9,0.8,8.5,8.1,5.1,1.3,4.8,0.3,0.7,0.3,1.8,0.1,0.6,1.0,0.1,OECD DAC Creditor Reporting System (CRS)
2024,Ireland,336.2,108.8,158.9,1068.1,124.6,92.9,59.8,68.2,23.3,32.1,91.6,19.5,73.7,21.5,20.9,69.1,42.7,67.9,15.5,0.1,2.3,6.5,OECD DAC Creditor Reporting System (CRS)
2024,Italy,735.2,439.5,394.5,1830.9,399.6,282.4,315.0,258.8,136.3,536.4,150.8,294.6,217.2,178.2,106.8,562.9,147.6,200.4,252.6,36.3,6.7,27.2,OECD DAC Creditor Reporting System (CRS)
2024,Japan,837.7,582.5,1252.7,9.7,2712.0,643.9,360.9,924.2,6470.4,1917.9,118.9,761.2,283.6,1038.7,155.0,70.2,94.5,224.8,2285.2,99.3,101.8,62.9,OECD DAC Creditor Reporting System (CRS)
2024,Latvia,12.9,4.8,6.2,14.8,4.0,4.5,5.6,2.6,2.2,2.8,3.4,0.8,3.7,1.6,2.3,7.6,3.2,2.0,2.2,0.0,0.1,0.5,OECD DAC Creditor Reporting System (CRS)
2024,Lithuania,45.5,14.4,12.3,13.8,7.7,8.5,8.4,3.1,3.4,5.2,5.6,12.1,5.6,2.4,2.8,12.8,25.7,3.0,2.4,0.0,0.2,0.7,OECD DAC Creditor Reporting System (CRS)
2024,Luxembourg,119.8,71.6,80.9,0.3,24.2,42.9,21.5,29.6,12.8,12.5,23.6,39.6,29.3,10.7,39.1,7.8,8.5,5.3,4.1,0.1,1.1,1.1,OECD DAC Creditor Reporting System (CRS)
2024,Netherlands,862.5,136.3,654.5,1382.8,521.8,550.1,655.4,425.0,76.8,218.2,467.1,125.1,234.3,249.2,320.4,184.8,181.4,148.6,130.6,3.3,32.8,76.5,OECD DAC Creditor Reporting System (CRS)
2024,New Zealand,66.8,69.5,50.0,13.6,75.0,67.5,60.7,65.7,23.7,28.5,29.1,18.5,18.1,26.0,11.2,55.0,16.6,60.1,5.4,0.0,0.2,10.0,OECD DAC Creditor Reporting System (CRS)
2024,Norway,874.8,225.8,492.3,372.3,555.4,356.4,133.8,300.4,37.8,600.5,243.1,31.2,93.8,37.5,302.3,7.9,164.2,515.2,59.7,0.4,2.6,5.3,OECD DAC Creditor Reporting System (CRS)
