date,value,value_high,value_low,iso_code,indicator
2022-11-01,1318263,1513396,1103476,PNG,people_with_insufficient_food_consumption
2022-11-02,1318263,1513396,1103476,PNG,people_with_insufficient_food_consumption
2022-11-03,1318263,1513396,1103476,PNG,people_with_insufficient_food_consumption
2022-11-04,1318263,1513396,1103476,PNG,people_with_insufficient_food_consumption
2022-11-05,1318263,1513396,1103476,PNG,people_with_insufficient_food_consumption
2022-11-06,1318263,1513396,1103476,PNG,people_with_insufficient_food_consumption
2022-11-07,1318263,1513396,1103476,PNG,people_with_insufficient_food_consumption
2022-11-08,1322640,1508420,1123705,PNG,people_with_insufficient_food_consumption
2022-11-09,1322640,1508420,1123705,PNG,people_with_insufficient_food_consumption
2022-11-10,1322856,1509131,1123705,PNG,people_with_insufficient_food_consumption
2022-11-11,1321161,1506992,1123552,PNG,people_with_insufficient_food_consumption
2022-11-12,1321161,1506992,1123552,PNG,people_with_insufficient_food_consumption
2022-11-13,1321161,1506992,1123552,PNG,people_with_insufficient_food_consumption
2022-11-14,1321161,1506992,1123552,PNG,people_with_insufficient_food_consumption
2022-11-15,1321161,1506992,1125123,PNG,people_with_insufficient_food_consumption
2022-11-16,1321284,1506848,1125215,PNG,people_with_insufficient_food_consumption
2022-11-17,1320853,1506848,1125215,PNG,people_with_insufficient_food_consumption
2022-11-18,1320807,1506848,1125215,PNG,people_with_insufficient_food_consumption
2022-11-19,1321284,1506848,1125215,PNG,people_with_insufficient_food_consumption
2022-11-20,1321284,1506848,1125215,PNG,people_with_insufficient_food_consumption
2022-11-21,1319541,1506394,1123889,PNG,people_with_insufficient_food_consumption
2022-11-22,1319688,1506394,1123889,PNG,people_with_insufficient_food_consumption
2022-11-23,1319688,1506394,1123889,PNG,people_with_insufficient_food_consumption
2022-11-24,1319688,1506394,1123889,PNG,people_with_insufficient_food_consumption
2022-08-24,962149,1116962,830375,PSE,people_with_insufficient_food_consumption
2022-08-25,967743,1132778,830375,PSE,people_with_insufficient_food_consumption
2022-08-26,967087,1132778,830375,PSE,people_with_insufficient_food_consumption
2022-08-27,967087,1132778,830375,PSE,people_with_insufficient_food_consumption
2022-08-28,967087,1132778,830375,PSE,people_with_insufficient_food_consumption
2022-08-29,967087,1132778,830375,PSE,people_with_insufficient_food_consumption
2022-08-30,967087,1132778,830375,PSE,people_with_insufficient_food_consumption
2022-08-31,957258,1118887,820363,PSE,people_with_insufficient_food_consumption
2022-09-01,957258,1118887,820363,PSE,people_with_insufficient_food_consumption
2022-09-02,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-03,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-04,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-05,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-06,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-07,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-08,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-09,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-10,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-11,953946,1118423,820363,PSE,people_with_insufficient_food_consumption
2022-09-12,953946,1118423,820363,PSE,people_with_insufficient_food_consumption
2022-09-13,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-14,957281,1122009,820363,PSE,people_with_insufficient_food_consumption
2022-09-15,957258,1118887,820363,PSE,people_with_insufficient_food_consumption
2022-09-16,953946,1106082,822656,PSE,people_with_insufficient_food_consumption
2022-09-17,953946,1105148,822656,PSE,people_with_insufficient_food_consumption
2022-09-18,953946,1105148,822656,PSE,people_with_insufficient_food_consumption
2022-09-19,953946,1101243,822656,PSE,people_with_insufficient_food_consumption
2022-09-20,949777,1093243,822656,PSE,people_with_insufficient_food_consumption
2022-09-21,949777,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-22,952635,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-23,952635,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-24,952635,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-25,952635,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-26,952635,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-27,952635,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-28,952635,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-29,949777,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-09-30,949777,1093243,820665,PSE,people_with_insufficient_food_consumption
2022-10-01,938831,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-02,938831,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-03,938831,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-04,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-05,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-06,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-07,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-08,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-09,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-10,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-11,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-12,944164,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-13,947574,1064004,813434,PSE,people_with_insufficient_food_consumption
2022-10-14,953184,1076526,819863,PSE,people_with_insufficient_food_consumption
2022-10-15,954617,1076526,819863,PSE,people_with_insufficient_food_consumption
2022-10-16,954617,1076526,819863,PSE,people_with_insufficient_food_consumption
2022-10-17,954617,1076526,819863,PSE,people_with_insufficient_food_consumption
2022-10-18,954617,1076526,819863,PSE,people_with_insufficient_food_consumption
2022-10-19,954617,1076526,819863,PSE,people_with_insufficient_food_consumption
2022-10-20,954617,1076526,819863,PSE,people_with_insufficient_food_consumption
2022-10-21,954617,1076526,818837,PSE,people_with_insufficient_food_consumption
2022-10-22,955187,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-10-23,955187,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-10-24,955187,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-10-25,955187,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-10-26,955187,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-10-27,955187,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-10-28,955860,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-10-29,957641,1089967,818837,PSE,people_with_insufficient_food_consumption
2022-10-30,957641,1089967,818837,PSE,people_with_insufficient_food_consumption
2022-10-31,957641,1089967,818837,PSE,people_with_insufficient_food_consumption
2022-11-01,960466,1089967,818837,PSE,people_with_insufficient_food_consumption
2022-11-02,960915,1089967,818837,PSE,people_with_insufficient_food_consumption
2022-11-03,960915,1089967,818837,PSE,people_with_insufficient_food_consumption
2022-11-04,961469,1089967,821198,PSE,people_with_insufficient_food_consumption
2022-11-05,956015,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-11-06,956015,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-11-07,956736,1078399,818837,PSE,people_with_insufficient_food_consumption
2022-11-08,963086,1089967,830552,PSE,people_with_insufficient_food_consumption
2022-11-09,963086,1089967,830552,PSE,people_with_insufficient_food_consumption
2022-11-10,976162,1114236,844512,PSE,people_with_insufficient_food_consumption
2022-11-11,983907,1111245,846734,PSE,people_with_insufficient_food_consumption
2022-11-12,983907,1111245,846734,PSE,people_with_insufficient_food_consumption
2022-11-13,983907,1111245,846734,PSE,people_with_insufficient_food_consumption
2022-11-14,983907,1111245,846734,PSE,people_with_insufficient_food_consumption
2022-11-15,991751,1119197,848845,PSE,people_with_insufficient_food_consumption
2022-11-16,993916,1121379,857935,PSE,people_with_insufficient_food_consumption
2022-11-17,993916,1121379,857935,PSE,people_with_insufficient_food_consumption
2022-11-18,993916,1121379,857935,PSE,people_with_insufficient_food_consumption
2022-11-19,993916,1121379,857935,PSE,people_with_insufficient_food_consumption
2022-11-20,993916,1121379,857935,PSE,people_with_insufficient_food_consumption
2022-11-21,992335,1119124,857935,PSE,people_with_insufficient_food_consumption
2022-11-22,992335,1119124,857935,PSE,people_with_insufficient_food_consumption
2022-11-23,993916,1119124,857935,PSE,people_with_insufficient_food_consumption
2022-11-24,993916,1119124,857935,PSE,people_with_insufficient_food_consumption
2022-08-24,2738844,3192158,2316830,RWA,people_with_insufficient_food_consumption
2022-08-25,2738844,3192158,2316830,RWA,people_with_insufficient_food_consumption
2022-08-26,2738844,3192158,2316830,RWA,people_with_insufficient_food_consumption
2022-08-27,2738844,3192158,2316830,RWA,people_with_insufficient_food_consumption
2022-08-28,2738844,3192158,2316830,RWA,people_with_insufficient_food_consumption
2022-08-29,2738844,3192158,2316830,RWA,people_with_insufficient_food_consumption
2022-08-30,2738844,3188986,2316830,RWA,people_with_insufficient_food_consumption
2022-08-31,2731422,3181798,2295269,RWA,people_with_insufficient_food_consumption
2022-09-01,2789472,3267626,2333276,RWA,people_with_insufficient_food_consumption
2022-09-02,2789472,3266498,2333276,RWA,people_with_insufficient_food_consumption
2022-09-03,2788787,3265749,2333276,RWA,people_with_insufficient_food_consumption
2022-09-04,2788787,3266877,2333276,RWA,people_with_insufficient_food_consumption
2022-09-05,2788787,3265749,2333276,RWA,people_with_insufficient_food_consumption
2022-09-06,2788787,3265749,2333276,RWA,people_with_insufficient_food_consumption
2022-09-07,2788787,3265749,2333276,RWA,people_with_insufficient_food_consumption
2022-09-08,2788599,3265749,2333276,RWA,people_with_insufficient_food_consumption
2022-09-09,2788599,3265749,2333276,RWA,people_with_insufficient_food_consumption
2022-09-10,2788599,3265749,2333276,RWA,people_with_insufficient_food_consumption
2022-09-11,2791615,3263622,2335431,RWA,people_with_insufficient_food_consumption
2022-09-12,2791615,3263622,2335431,RWA,people_with_insufficient_food_consumption
2022-09-13,2791615,3263622,2335431,RWA,people_with_insufficient_food_consumption
2022-09-14,2793378,3263622,2335431,RWA,people_with_insufficient_food_consumption
2022-09-15,2793378,3263622,2335431,RWA,people_with_insufficient_food_consumption
2022-09-16,2796008,3271091,2337662,RWA,people_with_insufficient_food_consumption
2022-09-17,2793378,3271091,2337662,RWA,people_with_insufficient_food_consumption
2022-09-18,2793378,3271091,2337662,RWA,people_with_insufficient_food_consumption
2022-09-19,2796709,3286622,2337662,RWA,people_with_insufficient_food_consumption
2022-09-20,2797664,3286622,2339479,RWA,people_with_insufficient_food_consumption
2022-09-21,2793784,3282903,2339696,RWA,people_with_insufficient_food_consumption
2022-09-22,2803136,3284680,2339696,RWA,people_with_insufficient_food_consumption
2022-09-23,2803377,3281844,2339696,RWA,people_with_insufficient_food_consumption
2022-09-24,2803377,3281844,2339696,RWA,people_with_insufficient_food_consumption
2022-09-25,2803377,3281844,2339696,RWA,people_with_insufficient_food_consumption
2022-09-26,2803377,3287049,2339819,RWA,people_with_insufficient_food_consumption
2022-09-27,2789408,3285302,2338815,RWA,people_with_insufficient_food_consumption
2022-09-28,2789408,3285302,2338815,RWA,people_with_insufficient_food_consumption
2022-09-29,2793175,3288391,2341664,RWA,people_with_insufficient_food_consumption
2022-09-30,2793175,3288391,2370780,RWA,people_with_insufficient_food_consumption
2022-10-01,2836945,3328727,2425577,RWA,people_with_insufficient_food_consumption
2022-10-02,2836945,3328727,2425577,RWA,people_with_insufficient_food_consumption
2022-10-03,2836945,3328727,2425577,RWA,people_with_insufficient_food_consumption
2022-10-04,2836945,3328727,2425577,RWA,people_with_insufficient_food_consumption
2022-10-05,2836945,3328727,2425577,RWA,people_with_insufficient_food_consumption
2022-10-06,2837262,3335380,2425942,RWA,people_with_insufficient_food_consumption
2022-10-07,2837262,3335380,2425942,RWA,people_with_insufficient_food_consumption
2022-10-08,2837338,3343211,2425942,RWA,people_with_insufficient_food_consumption
2022-10-09,2837338,3343211,2425942,RWA,people_with_insufficient_food_consumption
2022-10-10,2837338,3343211,2425942,RWA,people_with_insufficient_food_consumption
2022-10-11,2838260,3341410,2422292,RWA,people_with_insufficient_food_consumption
2022-10-12,3000004,3611384,2510103,RWA,people_with_insufficient_food_consumption
2022-10-13,3000004,3611384,2510103,RWA,people_with_insufficient_food_consumption
2022-10-14,2997986,3611384,2510103,RWA,people_with_insufficient_food_consumption
2022-10-15,2999716,3625350,2509745,RWA,people_with_insufficient_food_consumption
2022-10-16,3006742,3661056,2509745,RWA,people_with_insufficient_food_consumption
2022-10-17,2999818,3586524,2502711,RWA,people_with_insufficient_food_consumption
2022-10-18,3001513,3595168,2505003,RWA,people_with_insufficient_food_consumption
2022-10-19,2997044,3595168,2505003,RWA,people_with_insufficient_food_consumption
2022-10-20,2997129,3595168,2505003,RWA,people_with_insufficient_food_consumption
2022-10-21,2997223,3601201,2505003,RWA,people_with_insufficient_food_consumption
2022-10-22,2997878,3601197,2505003,RWA,people_with_insufficient_food_consumption
2022-10-23,2997878,3601197,2505003,RWA,people_with_insufficient_food_consumption
2022-10-24,2997878,3601197,2505003,RWA,people_with_insufficient_food_consumption
2022-10-25,2997878,3601197,2504373,RWA,people_with_insufficient_food_consumption
2022-10-26,2997628,3601197,2504373,RWA,people_with_insufficient_food_consumption
2022-10-27,2997628,3606576,2504373,RWA,people_with_insufficient_food_consumption
2022-10-28,2998571,3606549,2504373,RWA,people_with_insufficient_food_consumption
2022-10-29,2998571,3606549,2504373,RWA,people_with_insufficient_food_consumption
2022-10-30,2998571,3606549,2504373,RWA,people_with_insufficient_food_consumption
2022-10-31,2998571,3606549,2504373,RWA,people_with_insufficient_food_consumption
2022-11-01,3001554,3605542,2504373,RWA,people_with_insufficient_food_consumption
2022-11-02,2994489,3611877,2504373,RWA,people_with_insufficient_food_consumption
2022-11-03,2994489,3611902,2504373,RWA,people_with_insufficient_food_consumption
2022-11-04,2998259,3611877,2504373,RWA,people_with_insufficient_food_consumption
2022-11-05,2994489,3605542,2504373,RWA,people_with_insufficient_food_consumption
2022-11-06,2994489,3605542,2504373,RWA,people_with_insufficient_food_consumption
2022-11-07,2994489,3611877,2506983,RWA,people_with_insufficient_food_consumption
2022-11-08,2994489,3609215,2506983,RWA,people_with_insufficient_food_consumption
2022-11-09,2992795,3611877,2506157,RWA,people_with_insufficient_food_consumption
2022-11-10,2991749,3611877,2505316,RWA,people_with_insufficient_food_consumption
2022-11-11,3005044,3600393,2521968,RWA,people_with_insufficient_food_consumption
2022-11-12,3006539,3602219,2510158,RWA,people_with_insufficient_food_consumption
2022-11-13,3006539,3602219,2510158,RWA,people_with_insufficient_food_consumption
2022-11-14,3006539,3602219,2510158,RWA,people_with_insufficient_food_consumption
2022-11-15,3006539,3602219,2510158,RWA,people_with_insufficient_food_consumption
2022-11-16,2999493,3611660,2515276,RWA,people_with_insufficient_food_consumption
2022-11-17,2999493,3611660,2515276,RWA,people_with_insufficient_food_consumption
2022-11-18,2999493,3605300,2515276,RWA,people_with_insufficient_food_consumption
2022-11-19,2999482,3611660,2515276,RWA,people_with_insufficient_food_consumption
2022-11-20,2999493,3605300,2515276,RWA,people_with_insufficient_food_consumption
2022-11-21,2999035,3607978,2513842,RWA,people_with_insufficient_food_consumption
2022-11-22,2999035,3607978,2513842,RWA,people_with_insufficient_food_consumption
2022-11-23,2997378,3616012,2518207,RWA,people_with_insufficient_food_consumption
2022-11-24,2997065,3606613,2518207,RWA,people_with_insufficient_food_consumption
2022-08-24,11309417,13588523,9038238,SDN,people_with_insufficient_food_consumption
2022-08-25,11309417,13588523,9038238,SDN,people_with_insufficient_food_consumption
2022-08-26,11308516,13583701,9038238,SDN,people_with_insufficient_food_consumption
2022-08-27,11308516,13583701,9038238,SDN,people_with_insufficient_food_consumption
2022-08-28,11309417,13583701,9038238,SDN,people_with_insufficient_food_consumption
2022-08-29,11309417,13583701,9038238,SDN,people_with_insufficient_food_consumption
2022-08-30,11309417,13583701,9038238,SDN,people_with_insufficient_food_consumption
2022-08-31,11309417,13583701,9038238,SDN,people_with_insufficient_food_consumption
2022-09-01,10896773,13073875,8841710,SDN,people_with_insufficient_food_consumption
2022-09-02,10878995,13047785,8829142,SDN,people_with_insufficient_food_consumption
2022-09-03,10877250,13044405,8823987,SDN,people_with_insufficient_food_consumption
2022-09-04,10883465,13044300,8832533,SDN,people_with_insufficient_food_consumption
2022-09-05,10883302,13044300,8832533,SDN,people_with_insufficient_food_consumption
2022-09-06,10883302,13044300,8832533,SDN,people_with_insufficient_food_consumption
2022-09-07,10887475,13053903,8833700,SDN,people_with_insufficient_food_consumption
2022-09-08,10887475,13053903,8833700,SDN,people_with_insufficient_food_consumption
2022-09-09,10887475,13053903,8833700,SDN,people_with_insufficient_food_consumption
2022-09-10,10887475,13053903,8833700,SDN,people_with_insufficient_food_consumption
2022-09-11,10089861,12042999,8257027,SDN,people_with_insufficient_food_consumption
2022-09-12,10090462,12042999,8260907,SDN,people_with_insufficient_food_consumption
2022-09-13,10091380,12042999,8259101,SDN,people_with_insufficient_food_consumption
2022-09-14,10091380,12042999,8259101,SDN,people_with_insufficient_food_consumption
2022-09-15,10091380,12045457,8261084,SDN,people_with_insufficient_food_consumption
2022-09-16,10091380,12046939,8261084,SDN,people_with_insufficient_food_consumption
2022-09-17,10091018,12046939,8261084,SDN,people_with_insufficient_food_consumption
2022-09-18,10134981,12150553,8282564,SDN,people_with_insufficient_food_consumption
2022-09-19,10203833,12233417,8335396,SDN,people_with_insufficient_food_consumption
2022-09-20,10203833,12233417,8335396,SDN,people_with_insufficient_food_consumption
2022-09-21,10190217,12218877,8304114,SDN,people_with_insufficient_food_consumption
2022-09-22,10189033,12218162,8301554,SDN,people_with_insufficient_food_consumption
2022-09-23,10189033,12218162,8301554,SDN,people_with_insufficient_food_consumption
2022-09-24,10189033,12218162,8301554,SDN,people_with_insufficient_food_consumption
2022-09-25,10189289,12218162,8301554,SDN,people_with_insufficient_food_consumption
2022-09-26,10194012,12239303,8305178,SDN,people_with_insufficient_food_consumption
2022-09-27,10200573,12249581,8315319,SDN,people_with_insufficient_food_consumption
2022-09-28,10203286,12251034,8315833,SDN,people_with_insufficient_food_consumption
2022-09-29,10203286,12251034,8315833,SDN,people_with_insufficient_food_consumption
2022-09-30,10202007,12248468,8315604,SDN,people_with_insufficient_food_consumption
2022-10-01,10097347,12096565,8240497,SDN,people_with_insufficient_food_consumption
2022-10-02,10097347,12096565,8240497,SDN,people_with_insufficient_food_consumption
2022-10-03,10170945,12214407,8277342,SDN,people_with_insufficient_food_consumption
2022-10-04,10181319,12251572,8284472,SDN,people_with_insufficient_food_consumption
2022-10-05,10174813,12237358,8274684,SDN,people_with_insufficient_food_consumption
2022-10-06,10181596,12223843,8264422,SDN,people_with_insufficient_food_consumption
2022-10-07,10181596,12223843,8264422,SDN,people_with_insufficient_food_consumption
2022-10-08,10182521,12223843,8264422,SDN,people_with_insufficient_food_consumption
2022-10-09,9966206,11958478,8140161,SDN,people_with_insufficient_food_consumption
2022-10-10,9966206,11958478,8140161,SDN,people_with_insufficient_food_consumption
2022-10-11,9958864,11943115,8134910,SDN,people_with_insufficient_food_consumption
2022-10-12,9646568,11646229,7921811,SDN,people_with_insufficient_food_consumption
2022-10-13,9629404,11584230,7900492,SDN,people_with_insufficient_food_consumption
2022-10-14,9629404,11584230,7900492,SDN,people_with_insufficient_food_consumption
2022-10-15,9626598,11591128,7898979,SDN,people_with_insufficient_food_consumption
2022-10-16,9626598,11591128,7898979,SDN,people_with_insufficient_food_consumption
2022-10-17,9626598,11591128,7898979,SDN,people_with_insufficient_food_consumption
2022-10-18,9628018,11597031,7908816,SDN,people_with_insufficient_food_consumption
2022-10-19,9627536,11595672,7908816,SDN,people_with_insufficient_food_consumption
2022-10-20,9623611,11583615,7908816,SDN,people_with_insufficient_food_consumption
2022-10-21,9614481,11566517,7893002,SDN,people_with_insufficient_food_consumption
2022-10-22,9614481,11565805,7893002,SDN,people_with_insufficient_food_consumption
2022-10-23,9614268,11565805,7892174,SDN,people_with_insufficient_food_consumption
2022-10-24,9614268,11565805,7892174,SDN,people_with_insufficient_food_consumption
2022-10-25,9612100,11563159,7892174,SDN,people_with_insufficient_food_consumption
2022-10-26,9532184,11411621,7838016,SDN,people_with_insufficient_food_consumption
2022-10-27,9509003,11378086,7829252,SDN,people_with_insufficient_food_consumption
2022-10-28,9511633,11398359,7828363,SDN,people_with_insufficient_food_consumption
2022-10-29,9525205,11394657,7799550,SDN,people_with_insufficient_food_consumption
2022-10-30,9525205,11394657,7799550,SDN,people_with_insufficient_food_consumption
2022-10-31,9511587,11341085,7787680,SDN,people_with_insufficient_food_consumption
2022-11-01,9690999,11618720,7924087,SDN,people_with_insufficient_food_consumption
2022-11-02,9579100,11469178,7827471,SDN,people_with_insufficient_food_consumption
2022-11-03,9479199,11346987,7783496,SDN,people_with_insufficient_food_consumption
2022-11-04,9576601,11457431,7835024,SDN,people_with_insufficient_food_consumption
2022-11-05,9565678,11436760,7835024,SDN,people_with_insufficient_food_consumption
2022-11-06,9565678,11436760,7835024,SDN,people_with_insufficient_food_consumption
2022-11-07,9565678,11436760,7835024,SDN,people_with_insufficient_food_consumption
2022-11-08,9580202,11457404,7855440,SDN,people_with_insufficient_food_consumption
2022-11-09,9580202,11457404,7855440,SDN,people_with_insufficient_food_consumption
2022-11-10,9577923,11447647,7855364,SDN,people_with_insufficient_food_consumption
2022-11-11,9604387,11482022,7875328,SDN,people_with_insufficient_food_consumption
2022-11-12,9604387,11482022,7875328,SDN,people_with_insufficient_food_consumption
2022-11-13,9654832,11503138,7887270,SDN,people_with_insufficient_food_consumption
2022-11-14,9593822,11445057,7834574,SDN,people_with_insufficient_food_consumption
2022-11-15,9603799,11465382,7854537,SDN,people_with_insufficient_food_consumption
2022-11-16,9661145,11510299,7883180,SDN,people_with_insufficient_food_consumption
2022-11-17,9669251,11527712,7883711,SDN,people_with_insufficient_food_consumption
2022-11-18,9670507,11536578,7883711,SDN,people_with_insufficient_food_consumption
2022-11-19,9392978,11247573,7687770,SDN,people_with_insufficient_food_consumption
2022-11-20,9671747,11548088,7883711,SDN,people_with_insufficient_food_consumption
2022-11-21,9710038,11586631,7955325,SDN,people_with_insufficient_food_consumption
2022-11-22,9710038,11586631,7955325,SDN,people_with_insufficient_food_consumption
2022-11-23,9734377,11618858,7973058,SDN,people_with_insufficient_food_consumption
2022-11-24,9749980,11618858,7981396,SDN,people_with_insufficient_food_consumption
2022-08-24,2523434,3093744,2136639,SEN,people_with_insufficient_food_consumption
2022-08-25,2523284,3096256,2136639,SEN,people_with_insufficient_food_consumption
2022-08-26,2523766,3097336,2136639,SEN,people_with_insufficient_food_consumption
2022-08-27,2523284,3096256,2136639,SEN,people_with_insufficient_food_consumption
2022-08-28,2523766,3097336,2136639,SEN,people_with_insufficient_food_consumption
2022-08-29,2523766,3097336,2136639,SEN,people_with_insufficient_food_consumption
2022-08-30,2523766,3097336,2136639,SEN,people_with_insufficient_food_consumption
2022-08-31,2523855,3097336,2135521,SEN,people_with_insufficient_food_consumption
2022-09-01,2462721,3056472,2081158,SEN,people_with_insufficient_food_consumption
2022-09-02,2462721,3056472,2081158,SEN,people_with_insufficient_food_consumption
2022-09-03,2462721,3056472,2081158,SEN,people_with_insufficient_food_consumption
2022-09-04,2462721,3056472,2081158,SEN,people_with_insufficient_food_consumption
2022-09-05,2463146,3058255,2081158,SEN,people_with_insufficient_food_consumption
2022-09-06,2464786,3058255,2081158,SEN,people_with_insufficient_food_consumption
2022-09-07,2464786,3058255,2081158,SEN,people_with_insufficient_food_consumption
2022-09-08,2463931,3058255,2079982,SEN,people_with_insufficient_food_consumption
2022-09-09,2463931,3058255,2079982,SEN,people_with_insufficient_food_consumption
2022-09-10,2463931,3058255,2079982,SEN,people_with_insufficient_food_consumption
2022-09-11,2467708,3051152,2082619,SEN,people_with_insufficient_food_consumption
2022-09-12,2467708,3051152,2082619,SEN,people_with_insufficient_food_consumption
2022-09-13,2468673,3051152,2083792,SEN,people_with_insufficient_food_consumption
2022-09-14,2468673,3051152,2083792,SEN,people_with_insufficient_food_consumption
2022-09-15,2468673,3051152,2083792,SEN,people_with_insufficient_food_consumption
2022-09-16,2467708,3051152,2082619,SEN,people_with_insufficient_food_consumption
2022-09-17,2468673,3051152,2083792,SEN,people_with_insufficient_food_consumption
2022-09-18,2468673,3051152,2083792,SEN,people_with_insufficient_food_consumption
2022-09-19,2468673,3051152,2083792,SEN,people_with_insufficient_food_consumption
2022-09-20,2468673,3051152,2083792,SEN,people_with_insufficient_food_consumption
2022-09-21,2485152,3083573,2090126,SEN,people_with_insufficient_food_consumption
2022-09-22,2484237,3083573,2087987,SEN,people_with_insufficient_food_consumption
2022-09-23,2484237,3083573,2087987,SEN,people_with_insufficient_food_consumption
2022-09-24,2484237,3083573,2087987,SEN,people_with_insufficient_food_consumption
2022-09-25,2484237,3083573,2087987,SEN,people_with_insufficient_food_consumption
2022-09-26,2484237,3083573,2087987,SEN,people_with_insufficient_food_consumption
2022-09-27,2483981,3083573,2087571,SEN,people_with_insufficient_food_consumption
2022-09-28,2483981,3083573,2087571,SEN,people_with_insufficient_food_consumption
2022-09-29,2483981,3083573,2087571,SEN,people_with_insufficient_food_consumption
2022-09-30,2483981,3083573,2087571,SEN,people_with_insufficient_food_consumption
2022-10-01,2503404,3102520,2109691,SEN,people_with_insufficient_food_consumption
2022-10-02,2495992,3090218,2105121,SEN,people_with_insufficient_food_consumption
2022-10-03,2495992,3090218,2105121,SEN,people_with_insufficient_food_consumption
2022-10-04,2495992,3090218,2105121,SEN,people_with_insufficient_food_consumption
2022-10-05,2495992,3090218,2105121,SEN,people_with_insufficient_food_consumption
2022-10-06,2470659,3062760,2080187,SEN,people_with_insufficient_food_consumption
2022-10-07,2470659,3062760,2080187,SEN,people_with_insufficient_food_consumption
2022-10-08,2470659,3062760,2080187,SEN,people_with_insufficient_food_consumption
2022-10-09,2470659,3062282,2080187,SEN,people_with_insufficient_food_consumption
2022-10-10,2470659,3062282,2080187,SEN,people_with_insufficient_food_consumption
2022-10-11,2473146,3062962,2085838,SEN,people_with_insufficient_food_consumption
2022-10-12,2473146,3062962,2085838,SEN,people_with_insufficient_food_consumption
2022-10-13,2473146,3062962,2085838,SEN,people_with_insufficient_food_consumption
2022-10-14,2473146,3062962,2085838,SEN,people_with_insufficient_food_consumption
2022-10-15,2463896,3060087,2083912,SEN,people_with_insufficient_food_consumption
2022-10-16,2463896,3060087,2083912,SEN,people_with_insufficient_food_consumption
2022-10-17,2463093,3060087,2083912,SEN,people_with_insufficient_food_consumption
2022-10-18,2463093,3060087,2083912,SEN,people_with_insufficient_food_consumption
2022-10-19,2463093,3059123,2083912,SEN,people_with_insufficient_food_consumption
2022-10-20,2463010,3058346,2083912,SEN,people_with_insufficient_food_consumption
2022-10-21,2462973,3055099,2084674,SEN,people_with_insufficient_food_consumption
2022-10-22,2462973,3055099,2084674,SEN,people_with_insufficient_food_consumption
2022-10-23,2462548,3054322,2084674,SEN,people_with_insufficient_food_consumption
2022-10-24,2462548,3054322,2084674,SEN,people_with_insufficient_food_consumption
2022-10-25,2462548,3054322,2084674,SEN,people_with_insufficient_food_consumption
2022-10-26,2462548,3054322,2084674,SEN,people_with_insufficient_food_consumption
2022-10-27,2462548,3054322,2084674,SEN,people_with_insufficient_food_consumption
2022-10-28,2454535,3042923,2079310,SEN,people_with_insufficient_food_consumption
2022-10-29,2450204,3037703,2078022,SEN,people_with_insufficient_food_consumption
2022-10-30,2450204,3037703,2078022,SEN,people_with_insufficient_food_consumption
2022-10-31,2450204,3037703,2078022,SEN,people_with_insufficient_food_consumption
