year,name,Africa,America,Asia,"Developing countries, unspecified",Europe,Oceania,note
2008,Italy,1752.09,299.74,1979.3,363.8,332.91,29.03,"<b>Africa:</b> 1,752.1 million<br><b>America:</b> 299.7 million<br><b>Asia:</b> 1,979.3 million<br><b>Developing countries, unspecified:</b> 363.8 million<br><b>Europe:</b> 332.9 million<br><b>Oceania:</b> 29.0 million"
2008,Japan,2745.25,393.8,4064.71,1810.45,413.17,122.52,"<b>Africa:</b> 2,745.2 million<br><b>America:</b> 393.8 million<br><b>Asia:</b> 4,064.7 million<br><b>Developing countries, unspecified:</b> 1,810.5 million<br><b>Europe:</b> 413.2 million<br><b>Oceania:</b> 122.5 million"
2008,Luxembourg,190.75,50.65,92.74,46.98,25.15,3.54,"<b>Africa:</b> 190.8 million<br><b>America:</b> 50.6 million<br><b>Asia:</b> 92.7 million<br><b>Developing countries, unspecified:</b> 47.0 million<br><b>Europe:</b> 25.1 million<br><b>Oceania:</b> 3.5 million"
2008,Netherlands,2305.89,343.28,1167.14,2801.49,261.91,22.07,"<b>Africa:</b> 2,305.9 million<br><b>America:</b> 343.3 million<br><b>Asia:</b> 1,167.1 million<br><b>Developing countries, unspecified:</b> 2,801.5 million<br><b>Europe:</b> 261.9 million<br><b>Oceania:</b> 22.1 million"
2008,New Zealand,34.35,8.04,83.68,47.27,1.96,158.06,"<b>Africa:</b> 34.3 million<br><b>America:</b> 8.0 million<br><b>Asia:</b> 83.7 million<br><b>Developing countries, unspecified:</b> 47.3 million<br><b>Europe:</b> 2.0 million<br><b>Oceania:</b> 158.1 million"
2008,Norway,1488.8,191.6,927.99,1222.02,138.9,18.49,"<b>Africa:</b> 1,488.8 million<br><b>America:</b> 191.6 million<br><b>Asia:</b> 928.0 million<br><b>Developing countries, unspecified:</b> 1,222.0 million<br><b>Europe:</b> 138.9 million<br><b>Oceania:</b> 18.5 million"
2008,Poland,140.03,24.93,92.17,36.62,74.57,2.59,"<b>Africa:</b> 140.0 million<br><b>America:</b> 24.9 million<br><b>Asia:</b> 92.2 million<br><b>Developing countries, unspecified:</b> 36.6 million<br><b>Europe:</b> 74.6 million<br><b>Oceania:</b> 2.6 million"
2008,Portugal,362.83,20.14,127.14,45.63,58.21,1.96,"<b>Africa:</b> 362.8 million<br><b>America:</b> 20.1 million<br><b>Asia:</b> 127.1 million<br><b>Developing countries, unspecified:</b> 45.6 million<br><b>Europe:</b> 58.2 million<br><b>Oceania:</b> 2.0 million"
2008,Slovakia,47.97,4.33,13.48,12.2,11.97,0.44,"<b>Africa:</b> 48.0 million<br><b>America:</b> 4.3 million<br><b>Asia:</b> 13.5 million<br><b>Developing countries, unspecified:</b> 12.2 million<br><b>Europe:</b> 12.0 million<br><b>Oceania:</b> 0.4 million"
2008,Slovenia,17.07,3.62,10.29,14.19,21.23,0.44,"<b>Africa:</b> 17.1 million<br><b>America:</b> 3.6 million<br><b>Asia:</b> 10.3 million<br><b>Developing countries, unspecified:</b> 14.2 million<br><b>Europe:</b> 21.2 million<br><b>Oceania:</b> 0.4 million"
2008,South Korea,177.34,144.27,361.68,85.88,17.78,6.08,"<b>Africa:</b> 177.3 million<br><b>America:</b> 144.3 million<br><b>Asia:</b> 361.7 million<br><b>Developing countries, unspecified:</b> 85.9 million<br><b>Europe:</b> 17.8 million<br><b>Oceania:</b> 6.1 million"
2008,Spain,2106.99,2115.53,1247.9,948.95,373.76,22.18,"<b>Africa:</b> 2,107.0 million<br><b>America:</b> 2,115.5 million<br><b>Asia:</b> 1,247.9 million<br><b>Developing countries, unspecified:</b> 948.9 million<br><b>Europe:</b> 373.8 million<br><b>Oceania:</b> 22.2 million"
2008,Sweden,1775.48,289.29,969.76,1398.26,252.24,24.22,"<b>Africa:</b> 1,775.5 million<br><b>America:</b> 289.3 million<br><b>Asia:</b> 969.8 million<br><b>Developing countries, unspecified:</b> 1,398.3 million<br><b>Europe:</b> 252.2 million<br><b>Oceania:</b> 24.2 million"
2008,Switzerland,511.27,125.7,506.86,706.08,146.44,5.57,"<b>Africa:</b> 511.3 million<br><b>America:</b> 125.7 million<br><b>Asia:</b> 506.9 million<br><b>Developing countries, unspecified:</b> 706.1 million<br><b>Europe:</b> 146.4 million<br><b>Oceania:</b> 5.6 million"
2008,United Kingdom,4610.15,367.29,4093.87,1940.96,387.59,44.77,"<b>Africa:</b> 4,610.1 million<br><b>America:</b> 367.3 million<br><b>Asia:</b> 4,093.9 million<br><b>Developing countries, unspecified:</b> 1,941.0 million<br><b>Europe:</b> 387.6 million<br><b>Oceania:</b> 44.8 million"
2008,United States,8579.83,2019.61,9730.41,5180.76,477.91,238.8,"<b>Africa:</b> 8,579.8 million<br><b>America:</b> 2,019.6 million<br><b>Asia:</b> 9,730.4 million<br><b>Developing countries, unspecified:</b> 5,180.8 million<br><b>Europe:</b> 477.9 million<br><b>Oceania:</b> 238.8 million"
2009,Australia,231.5,24.74,1277.37,477.53,8.67,705.61,"<b>Africa:</b> 231.5 million<br><b>America:</b> 24.7 million<br><b>Asia:</b> 1,277.4 million<br><b>Developing countries, unspecified:</b> 477.5 million<br><b>Europe:</b> 8.7 million<br><b>Oceania:</b> 705.6 million"
2009,Austria,464.58,69.71,219.66,172.5,208.95,4.32,"<b>Africa:</b> 464.6 million<br><b>America:</b> 69.7 million<br><b>Asia:</b> 219.7 million<br><b>Developing countries, unspecified:</b> 172.5 million<br><b>Europe:</b> 208.9 million<br><b>Oceania:</b> 4.3 million"
2009,Belgium,1233.88,183.72,369.68,690.81,110.04,7.03,"<b>Africa:</b> 1,233.9 million<br><b>America:</b> 183.7 million<br><b>Asia:</b> 369.7 million<br><b>Developing countries, unspecified:</b> 690.8 million<br><b>Europe:</b> 110.0 million<br><b>Oceania:</b> 7.0 million"
2009,Canada,1721.12,581.73,1019.75,511.81,57.9,29.29,"<b>Africa:</b> 1,721.1 million<br><b>America:</b> 581.7 million<br><b>Asia:</b> 1,019.8 million<br><b>Developing countries, unspecified:</b> 511.8 million<br><b>Europe:</b> 57.9 million<br><b>Oceania:</b> 29.3 million"
2009,Czech Republic,56.09,13.56,80.36,18.06,45.99,0.65,"<b>Africa:</b> 56.1 million<br><b>America:</b> 13.6 million<br><b>Asia:</b> 80.4 million<br><b>Developing countries, unspecified:</b> 18.1 million<br><b>Europe:</b> 46.0 million<br><b>Oceania:</b> 0.7 million"
2009,Denmark,1241.4,151.24,638.87,580.57,85.05,4.91,"<b>Africa:</b> 1,241.4 million<br><b>America:</b> 151.2 million<br><b>Asia:</b> 638.9 million<br><b>Developing countries, unspecified:</b> 580.6 million<br><b>Europe:</b> 85.0 million<br><b>Oceania:</b> 4.9 million"
2009,EU Institutions,5855.92,1146.82,2740.61,1383.47,2351.28,88.43,"<b>Africa:</b> 5,855.9 million<br><b>America:</b> 1,146.8 million<br><b>Asia:</b> 2,740.6 million<br><b>Developing countries, unspecified:</b> 1,383.5 million<br><b>Europe:</b> 2,351.3 million<br><b>Oceania:</b> 88.4 million"
2009,Finland,542.71,81.24,294.39,294.99,72.04,3.01,"<b>Africa:</b> 542.7 million<br><b>America:</b> 81.2 million<br><b>Asia:</b> 294.4 million<br><b>Developing countries, unspecified:</b> 295.0 million<br><b>Europe:</b> 72.0 million<br><b>Oceania:</b> 3.0 million"
2009,France,7024.88,623.1,2381.09,1582.25,840.7,177.91,"<b>Africa:</b> 7,024.9 million<br><b>America:</b> 623.1 million<br><b>Asia:</b> 2,381.1 million<br><b>Developing countries, unspecified:</b> 1,582.2 million<br><b>Europe:</b> 840.7 million<br><b>Oceania:</b> 177.9 million"
2009,Germany,4341.25,1289.25,3560.96,1715.84,1083.03,37.12,"<b>Africa:</b> 4,341.2 million<br><b>America:</b> 1,289.2 million<br><b>Asia:</b> 3,561.0 million<br><b>Developing countries, unspecified:</b> 1,715.8 million<br><b>Europe:</b> 1,083.0 million<br><b>Oceania:</b> 37.1 million"
2009,Greece,172.57,29.61,123.16,96.69,174.55,2.49,"<b>Africa:</b> 172.6 million<br><b>America:</b> 29.6 million<br><b>Asia:</b> 123.2 million<br><b>Developing countries, unspecified:</b> 96.7 million<br><b>Europe:</b> 174.6 million<br><b>Oceania:</b> 2.5 million"
2009,Hungary,37.49,7.42,32.78,17.97,20.48,0.5,"<b>Africa:</b> 37.5 million<br><b>America:</b> 7.4 million<br><b>Asia:</b> 32.8 million<br><b>Developing countries, unspecified:</b> 18.0 million<br><b>Europe:</b> 20.5 million<br><b>Oceania:</b> 0.5 million"
2009,Iceland,15.25,2.61,5.35,8.62,0.86,0.11,"<b>Africa:</b> 15.2 million<br><b>America:</b> 2.6 million<br><b>Asia:</b> 5.3 million<br><b>Developing countries, unspecified:</b> 8.6 million<br><b>Europe:</b> 0.9 million<br><b>Oceania:</b> 0.1 million"
2009,Ireland,586.16,43.81,163.53,159.31,35.24,2.05,"<b>Africa:</b> 586.2 million<br><b>America:</b> 43.8 million<br><b>Asia:</b> 163.5 million<br><b>Developing countries, unspecified:</b> 159.3 million<br><b>Europe:</b> 35.2 million<br><b>Oceania:</b> 2.0 million"
2009,Italy,1453.36,259.69,715.8,406.6,391.74,12.89,"<b>Africa:</b> 1,453.4 million<br><b>America:</b> 259.7 million<br><b>Asia:</b> 715.8 million<br><b>Developing countries, unspecified:</b> 406.6 million<br><b>Europe:</b> 391.7 million<br><b>Oceania:</b> 12.9 million"
2009,Japan,2689.63,321.07,3910.32,1849.27,382.56,131.25,"<b>Africa:</b> 2,689.6 million<br><b>America:</b> 321.1 million<br><b>Asia:</b> 3,910.3 million<br><b>Developing countries, unspecified:</b> 1,849.3 million<br><b>Europe:</b> 382.6 million<br><b>Oceania:</b> 131.2 million"
2009,Luxembourg,188.1,48.37,85.36,58.41,26.95,0.87,"<b>Africa:</b> 188.1 million<br><b>America:</b> 48.4 million<br><b>Asia:</b> 85.4 million<br><b>Developing countries, unspecified:</b> 58.4 million<br><b>Europe:</b> 27.0 million<br><b>Oceania:</b> 0.9 million"
2009,Netherlands,1854.36,364.12,942.81,2921.64,215.69,8.47,"<b>Africa:</b> 1,854.4 million<br><b>America:</b> 364.1 million<br><b>Asia:</b> 942.8 million<br><b>Developing countries, unspecified:</b> 2,921.6 million<br><b>Europe:</b> 215.7 million<br><b>Oceania:</b> 8.5 million"
2009,New Zealand,30.68,7.38,64.28,47.81,2.18,136.21,"<b>Africa:</b> 30.7 million<br><b>America:</b> 7.4 million<br><b>Asia:</b> 64.3 million<br><b>Developing countries, unspecified:</b> 47.8 million<br><b>Europe:</b> 2.2 million<br><b>Oceania:</b> 136.2 million"
2009,Norway,1314.91,185.21,810.39,1622.42,124.08,6.48,"<b>Africa:</b> 1,314.9 million<br><b>America:</b> 185.2 million<br><b>Asia:</b> 810.4 million<br><b>Developing countries, unspecified:</b> 1,622.4 million<br><b>Europe:</b> 124.1 million<br><b>Oceania:</b> 6.5 million"
2009,Poland,132.41,24.68,110.18,33.19,71.62,1.75,"<b>Africa:</b> 132.4 million<br><b>America:</b> 24.7 million<br><b>Asia:</b> 110.2 million<br><b>Developing countries, unspecified:</b> 33.2 million<br><b>Europe:</b> 71.6 million<br><b>Oceania:</b> 1.8 million"
2009,Portugal,276.24,22.0,106.68,50.9,52.09,1.57,"<b>Africa:</b> 276.2 million<br><b>America:</b> 22.0 million<br><b>Asia:</b> 106.7 million<br><b>Developing countries, unspecified:</b> 50.9 million<br><b>Europe:</b> 52.1 million<br><b>Oceania:</b> 1.6 million"
2009,Slovakia,23.89,4.88,13.24,20.25,12.72,0.35,"<b>Africa:</b> 23.9 million<br><b>America:</b> 4.9 million<br><b>Asia:</b> 13.2 million<br><b>Developing countries, unspecified:</b> 20.2 million<br><b>Europe:</b> 12.7 million<br><b>Oceania:</b> 0.3 million"
2009,Slovenia,19.52,4.01,11.27,12.86,22.96,0.31,"<b>Africa:</b> 19.5 million<br><b>America:</b> 4.0 million<br><b>Asia:</b> 11.3 million<br><b>Developing countries, unspecified:</b> 12.9 million<br><b>Europe:</b> 23.0 million<br><b>Oceania:</b> 0.3 million"
2009,South Korea,172.22,90.39,392.37,96.78,51.2,2.38,"<b>Africa:</b> 172.2 million<br><b>America:</b> 90.4 million<br><b>Asia:</b> 392.4 million<br><b>Developing countries, unspecified:</b> 96.8 million<br><b>Europe:</b> 51.2 million<br><b>Oceania:</b> 2.4 million"
2009,Spain,2472.93,1659.95,1010.21,927.38,441.7,12.17,"<b>Africa:</b> 2,472.9 million<br><b>America:</b> 1,660.0 million<br><b>Asia:</b> 1,010.2 million<br><b>Developing countries, unspecified:</b> 927.4 million<br><b>Europe:</b> 441.7 million<br><b>Oceania:</b> 12.2 million"
2009,Sweden,1615.95,251.87,923.75,1420.17,267.55,6.51,"<b>Africa:</b> 1,616.0 million<br><b>America:</b> 251.9 million<br><b>Asia:</b> 923.8 million<br><b>Developing countries, unspecified:</b> 1,420.2 million<br><b>Europe:</b> 267.5 million<br><b>Oceania:</b> 6.5 million"
2009,Switzerland,722.35,152.27,482.58,766.32,145.84,3.64,"<b>Africa:</b> 722.4 million<br><b>America:</b> 152.3 million<br><b>Asia:</b> 482.6 million<br><b>Developing countries, unspecified:</b> 766.3 million<br><b>Europe:</b> 145.8 million<br><b>Oceania:</b> 3.6 million"
2009,United Kingdom,4526.7,403.61,3162.6,2630.59,427.53,28.28,"<b>Africa:</b> 4,526.7 million<br><b>America:</b> 403.6 million<br><b>Asia:</b> 3,162.6 million<br><b>Developing countries, unspecified:</b> 2,630.6 million<br><b>Europe:</b> 427.5 million<br><b>Oceania:</b> 28.3 million"
2009,United States,9306.09,2237.34,10431.82,5798.92,647.52,249.04,"<b>Africa:</b> 9,306.1 million<br><b>America:</b> 2,237.3 million<br><b>Asia:</b> 10,431.8 million<br><b>Developing countries, unspecified:</b> 5,798.9 million<br><b>Europe:</b> 647.5 million<br><b>Oceania:</b> 249.0 million"
2010,Australia,429.31,59.53,1633.43,726.05,12.32,982.0,"<b>Africa:</b> 429.3 million<br><b>America:</b> 59.5 million<br><b>Asia:</b> 1,633.4 million<br><b>Developing countries, unspecified:</b> 726.1 million<br><b>Europe:</b> 12.3 million<br><b>Oceania:</b> 982.0 million"
2010,Austria,537.2,80.2,208.54,161.04,210.84,5.47,"<b>Africa:</b> 537.2 million<br><b>America:</b> 80.2 million<br><b>Asia:</b> 208.5 million<br><b>Developing countries, unspecified:</b> 161.0 million<br><b>Europe:</b> 210.8 million<br><b>Oceania:</b> 5.5 million"
2010,Belgium,1649.24,186.43,305.23,716.42,93.78,7.03,"<b>Africa:</b> 1,649.2 million<br><b>America:</b> 186.4 million<br><b>Asia:</b> 305.2 million<br><b>Developing countries, unspecified:</b> 716.4 million<br><b>Europe:</b> 93.8 million<br><b>Oceania:</b> 7.0 million"
2010,Canada,2158.87,894.44,1311.55,635.37,76.92,8.54,"<b>Africa:</b> 2,158.9 million<br><b>America:</b> 894.4 million<br><b>Asia:</b> 1,311.5 million<br><b>Developing countries, unspecified:</b> 635.4 million<br><b>Europe:</b> 76.9 million<br><b>Oceania:</b> 8.5 million"
2010,Czech Republic,65.43,19.16,65.5,22.65,39.35,1.17,"<b>Africa:</b> 65.4 million<br><b>America:</b> 19.2 million<br><b>Asia:</b> 65.5 million<br><b>Developing countries, unspecified:</b> 22.6 million<br><b>Europe:</b> 39.4 million<br><b>Oceania:</b> 1.2 million"
2010,Denmark,1211.55,184.65,695.16,711.84,79.92,5.63,"<b>Africa:</b> 1,211.5 million<br><b>America:</b> 184.6 million<br><b>Asia:</b> 695.2 million<br><b>Developing countries, unspecified:</b> 711.8 million<br><b>Europe:</b> 79.9 million<br><b>Oceania:</b> 5.6 million"
2010,EU Institutions,5554.43,1293.9,2574.42,1145.97,1992.79,121.52,"<b>Africa:</b> 5,554.4 million<br><b>America:</b> 1,293.9 million<br><b>Asia:</b> 2,574.4 million<br><b>Developing countries, unspecified:</b> 1,146.0 million<br><b>Europe:</b> 1,992.8 million<br><b>Oceania:</b> 121.5 million"
2010,Finland,539.7,107.12,301.36,309.89,66.7,4.05,"<b>Africa:</b> 539.7 million<br><b>America:</b> 107.1 million<br><b>Asia:</b> 301.4 million<br><b>Developing countries, unspecified:</b> 309.9 million<br><b>Europe:</b> 66.7 million<br><b>Oceania:</b> 4.0 million"
2010,France,6724.15,1081.56,2626.46,1663.3,715.32,182.07,"<b>Africa:</b> 6,724.1 million<br><b>America:</b> 1,081.6 million<br><b>Asia:</b> 2,626.5 million<br><b>Developing countries, unspecified:</b> 1,663.3 million<br><b>Europe:</b> 715.3 million<br><b>Oceania:</b> 182.1 million"
2010,Germany,4201.89,1307.92,3701.06,2507.42,1016.96,41.82,"<b>Africa:</b> 4,201.9 million<br><b>America:</b> 1,307.9 million<br><b>Asia:</b> 3,701.1 million<br><b>Developing countries, unspecified:</b> 2,507.4 million<br><b>Europe:</b> 1,017.0 million<br><b>Oceania:</b> 41.8 million"
2010,Greece,155.77,35.04,84.65,91.51,133.44,3.08,"<b>Africa:</b> 155.8 million<br><b>America:</b> 35.0 million<br><b>Asia:</b> 84.7 million<br><b>Developing countries, unspecified:</b> 91.5 million<br><b>Europe:</b> 133.4 million<br><b>Oceania:</b> 3.1 million"
2010,Hungary,39.58,8.66,25.34,17.91,20.92,0.69,"<b>Africa:</b> 39.6 million<br><b>America:</b> 8.7 million<br><b>Asia:</b> 25.3 million<br><b>Developing countries, unspecified:</b> 17.9 million<br><b>Europe:</b> 20.9 million<br><b>Oceania:</b> 0.7 million"
2010,Iceland,13.95,2.0,4.63,7.1,0.94,0.02,"<b>Africa:</b> 13.9 million<br><b>America:</b> 2.0 million<br><b>Asia:</b> 4.6 million<br><b>Developing countries, unspecified:</b> 7.1 million<br><b>Europe:</b> 0.9 million<br><b>Oceania:</b> 0.0 million"
2010,Ireland,524.74,44.56,147.84,142.27,30.49,2.66,"<b>Africa:</b> 524.7 million<br><b>America:</b> 44.6 million<br><b>Asia:</b> 147.8 million<br><b>Developing countries, unspecified:</b> 142.3 million<br><b>Europe:</b> 30.5 million<br><b>Oceania:</b> 2.7 million"
2010,Italy,1375.48,278.73,623.65,308.4,327.04,16.81,"<b>Africa:</b> 1,375.5 million<br><b>America:</b> 278.7 million<br><b>Asia:</b> 623.6 million<br><b>Developing countries, unspecified:</b> 308.4 million<br><b>Europe:</b> 327.0 million<br><b>Oceania:</b> 16.8 million"
2010,Japan,3590.87,-209.68,4959.33,1748.75,713.44,213.3,"<b>Africa:</b> 3,590.9 million<br><b>America:</b> -209.7 million<br><b>Asia:</b> 4,959.3 million<br><b>Developing countries, unspecified:</b> 1,748.8 million<br><b>Europe:</b> 713.4 million<br><b>Oceania:</b> 213.3 million"
2010,Luxembourg,184.4,40.63,88.7,51.57,28.12,0.86,"<b>Africa:</b> 184.4 million<br><b>America:</b> 40.6 million<br><b>Asia:</b> 88.7 million<br><b>Developing countries, unspecified:</b> 51.6 million<br><b>Europe:</b> 28.1 million<br><b>Oceania:</b> 0.9 million"
2010,Netherlands,1962.98,338.4,768.91,2982.12,184.76,10.23,"<b>Africa:</b> 1,963.0 million<br><b>America:</b> 338.4 million<br><b>Asia:</b> 768.9 million<br><b>Developing countries, unspecified:</b> 2,982.1 million<br><b>Europe:</b> 184.8 million<br><b>Oceania:</b> 10.2 million"
2010,New Zealand,30.42,8.44,59.63,49.82,1.86,171.38,"<b>Africa:</b> 30.4 million<br><b>America:</b> 8.4 million<br><b>Asia:</b> 59.6 million<br><b>Developing countries, unspecified:</b> 49.8 million<br><b>Europe:</b> 1.9 million<br><b>Oceania:</b> 171.4 million"
2010,Norway,1398.84,274.15,944.26,1566.55,137.48,6.86,"<b>Africa:</b> 1,398.8 million<br><b>America:</b> 274.1 million<br><b>Asia:</b> 944.3 million<br><b>Developing countries, unspecified:</b> 1,566.6 million<br><b>Europe:</b> 137.5 million<br><b>Oceania:</b> 6.9 million"
2010,Poland,123.51,28.83,122.01,30.98,67.19,2.61,"<b>Africa:</b> 123.5 million<br><b>America:</b> 28.8 million<br><b>Asia:</b> 122.0 million<br><b>Developing countries, unspecified:</b> 31.0 million<br><b>Europe:</b> 67.2 million<br><b>Oceania:</b> 2.6 million"
2010,Portugal,403.41,30.68,101.52,55.83,47.47,2.14,"<b>Africa:</b> 403.4 million<br><b>America:</b> 30.7 million<br><b>Asia:</b> 101.5 million<br><b>Developing countries, unspecified:</b> 55.8 million<br><b>Europe:</b> 47.5 million<br><b>Oceania:</b> 2.1 million"
2010,Slovakia,24.94,5.3,12.14,18.84,11.51,0.49,"<b>Africa:</b> 24.9 million<br><b>America:</b> 5.3 million<br><b>Asia:</b> 12.1 million<br><b>Developing countries, unspecified:</b> 18.8 million<br><b>Europe:</b> 11.5 million<br><b>Oceania:</b> 0.5 million"
2010,Slovenia,16.07,4.14,8.62,11.49,17.51,0.3,"<b>Africa:</b> 16.1 million<br><b>America:</b> 4.1 million<br><b>Asia:</b> 8.6 million<br><b>Developing countries, unspecified:</b> 11.5 million<br><b>Europe:</b> 17.5 million<br><b>Oceania:</b> 0.3 million"
2010,South Korea,248.95,82.81,679.1,96.89,46.24,7.83,"<b>Africa:</b> 248.9 million<br><b>America:</b> 82.8 million<br><b>Asia:</b> 679.1 million<br><b>Developing countries, unspecified:</b> 96.9 million<br><b>Europe:</b> 46.2 million<br><b>Oceania:</b> 7.8 million"
2010,Spain,2096.77,1512.31,803.43,1118.86,276.33,20.03,"<b>Africa:</b> 2,096.8 million<br><b>America:</b> 1,512.3 million<br><b>Asia:</b> 803.4 million<br><b>Developing countries, unspecified:</b> 1,118.9 million<br><b>Europe:</b> 276.3 million<br><b>Oceania:</b> 20.0 million"
2010,Sweden,1536.15,297.47,948.7,1466.48,272.01,9.82,"<b>Africa:</b> 1,536.2 million<br><b>America:</b> 297.5 million<br><b>Asia:</b> 948.7 million<br><b>Developing countries, unspecified:</b> 1,466.5 million<br><b>Europe:</b> 272.0 million<br><b>Oceania:</b> 9.8 million"
2010,Switzerland,633.68,176.86,487.78,792.45,163.11,2.94,"<b>Africa:</b> 633.7 million<br><b>America:</b> 176.9 million<br><b>Asia:</b> 487.8 million<br><b>Developing countries, unspecified:</b> 792.4 million<br><b>Europe:</b> 163.1 million<br><b>Oceania:</b> 2.9 million"
2010,United Kingdom,5534.52,477.91,3296.93,3102.34,446.52,40.29,"<b>Africa:</b> 5,534.5 million<br><b>America:</b> 477.9 million<br><b>Asia:</b> 3,296.9 million<br><b>Developing countries, unspecified:</b> 3,102.3 million<br><b>Europe:</b> 446.5 million<br><b>Oceania:</b> 40.3 million"
2010,United States,9331.28,2756.13,9562.04,7093.32,618.98,133.25,"<b>Africa:</b> 9,331.3 million<br><b>America:</b> 2,756.1 million<br><b>Asia:</b> 9,562.0 million<br><b>Developing countries, unspecified:</b> 7,093.3 million<br><b>Europe:</b> 619.0 million<br><b>Oceania:</b> 133.2 million"
2011,Australia,604.83,58.55,1904.95,1064.74,11.19,1213.77,"<b>Africa:</b> 604.8 million<br><b>America:</b> 58.5 million<br><b>Asia:</b> 1,905.0 million<br><b>Developing countries, unspecified:</b> 1,064.7 million<br><b>Europe:</b> 11.2 million<br><b>Oceania:</b> 1,213.8 million"
2011,Austria,397.81,68.76,235.54,171.11,223.67,5.0,"<b>Africa:</b> 397.8 million<br><b>America:</b> 68.8 million<br><b>Asia:</b> 235.5 million<br><b>Developing countries, unspecified:</b> 171.1 million<br><b>Europe:</b> 223.7 million<br><b>Oceania:</b> 5.0 million"
2011,Belgium,1295.73,172.19,344.57,793.14,179.04,7.45,"<b>Africa:</b> 1,295.7 million<br><b>America:</b> 172.2 million<br><b>Asia:</b> 344.6 million<br><b>Developing countries, unspecified:</b> 793.1 million<br><b>Europe:</b> 179.0 million<br><b>Oceania:</b> 7.5 million"
2011,Canada,2147.76,733.23,1395.55,997.47,84.91,17.37,"<b>Africa:</b> 2,147.8 million<br><b>America:</b> 733.2 million<br><b>Asia:</b> 1,395.5 million<br><b>Developing countries, unspecified:</b> 997.5 million<br><b>Europe:</b> 84.9 million<br><b>Oceania:</b> 17.4 million"
2011,Czech Republic,72.05,13.89,61.01,30.34,66.14,1.05,"<b>Africa:</b> 72.0 million<br><b>America:</b> 13.9 million<br><b>Asia:</b> 61.0 million<br><b>Developing countries, unspecified:</b> 30.3 million<br><b>Europe:</b> 66.1 million<br><b>Oceania:</b> 1.1 million"
2011,Denmark,1308.66,137.68,620.77,709.94,123.98,5.03,"<b>Africa:</b> 1,308.7 million<br><b>America:</b> 137.7 million<br><b>Asia:</b> 620.8 million<br><b>Developing countries, unspecified:</b> 709.9 million<br><b>Europe:</b> 124.0 million<br><b>Oceania:</b> 5.0 million"
2011,EU Institutions,6122.74,1307.51,3112.99,1148.08,5547.12,113.21,"<b>Africa:</b> 6,122.7 million<br><b>America:</b> 1,307.5 million<br><b>Asia:</b> 3,113.0 million<br><b>Developing countries, unspecified:</b> 1,148.1 million<br><b>Europe:</b> 5,547.1 million<br><b>Oceania:</b> 113.2 million"
2011,Finland,563.0,106.93,324.72,295.94,100.45,4.48,"<b>Africa:</b> 563.0 million<br><b>America:</b> 106.9 million<br><b>Asia:</b> 324.7 million<br><b>Developing countries, unspecified:</b> 295.9 million<br><b>Europe:</b> 100.5 million<br><b>Oceania:</b> 4.5 million"
2011,France,6704.66,1241.95,2055.72,1561.31,1272.65,172.48,"<b>Africa:</b> 6,704.7 million<br><b>America:</b> 1,242.0 million<br><b>Asia:</b> 2,055.7 million<br><b>Developing countries, unspecified:</b> 1,561.3 million<br><b>Europe:</b> 1,272.7 million<br><b>Oceania:</b> 172.5 million"
2011,Germany,4882.52,1472.64,4343.64,1945.03,1375.62,46.66,"<b>Africa:</b> 4,882.5 million<br><b>America:</b> 1,472.6 million<br><b>Asia:</b> 4,343.6 million<br><b>Developing countries, unspecified:</b> 1,945.0 million<br><b>Europe:</b> 1,375.6 million<br><b>Oceania:</b> 46.7 million"
2011,Greece,114.7,22.18,63.67,62.48,157.67,1.77,"<b>Africa:</b> 114.7 million<br><b>America:</b> 22.2 million<br><b>Asia:</b> 63.7 million<br><b>Developing countries, unspecified:</b> 62.5 million<br><b>Europe:</b> 157.7 million<br><b>Oceania:</b> 1.8 million"
2011,Hungary,38.64,8.26,27.86,20.11,42.61,0.72,"<b>Africa:</b> 38.6 million<br><b>America:</b> 8.3 million<br><b>Asia:</b> 27.9 million<br><b>Developing countries, unspecified:</b> 20.1 million<br><b>Europe:</b> 42.6 million<br><b>Oceania:</b> 0.7 million"
2011,Iceland,12.17,0.9,3.75,7.38,0.7,0.01,"<b>Africa:</b> 12.2 million<br><b>America:</b> 0.9 million<br><b>Asia:</b> 3.8 million<br><b>Developing countries, unspecified:</b> 7.4 million<br><b>Europe:</b> 0.7 million<br><b>Oceania:</b> 0.0 million"
2011,Ireland,514.42,36.03,137.82,161.71,54.35,2.35,"<b>Africa:</b> 514.4 million<br><b>America:</b> 36.0 million<br><b>Asia:</b> 137.8 million<br><b>Developing countries, unspecified:</b> 161.7 million<br><b>Europe:</b> 54.4 million<br><b>Oceania:</b> 2.4 million"
2011,Italy,1872.8,234.03,639.97,783.07,698.03,16.89,"<b>Africa:</b> 1,872.8 million<br><b>America:</b> 234.0 million<br><b>Asia:</b> 640.0 million<br><b>Developing countries, unspecified:</b> 783.1 million<br><b>Europe:</b> 698.0 million<br><b>Oceania:</b> 16.9 million"
2011,Japan,3234.41,562.22,4408.56,2405.38,252.63,207.96,"<b>Africa:</b> 3,234.4 million<br><b>America:</b> 562.2 million<br><b>Asia:</b> 4,408.6 million<br><b>Developing countries, unspecified:</b> 2,405.4 million<br><b>Europe:</b> 252.6 million<br><b>Oceania:</b> 208.0 million"
