Country,Cause,Type,Year,Deaths per 100K people,Deaths
Tunisia,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2000,12.68,"1,231"
Tunisia,Kidney diseases,Noncommunicable diseases,2000,15.59,"1,514"
Tunisia,Hypertensive heart disease,Noncommunicable diseases,2000,18.19,"1,766"
Tunisia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,18.6,"1,806"
Tunisia,Road injury,Injuries,2000,23.71,"2,302"
Tunisia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,24.71,"2,399"
Tunisia,Stroke,Noncommunicable diseases,2000,62.1,"6,029"
Tunisia,Ischaemic heart disease,Noncommunicable diseases,2000,146.44,"14,217"
Tunisia,Diabetes mellitus,Noncommunicable diseases,2019,15.15,"1,773"
Tunisia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,15.43,"1,805"
Tunisia,"Trachea, bronchus, lung cancers",Noncommunicable diseases,2019,15.8,"1,849"
Tunisia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,16.34,"1,912"
Tunisia,Road injury,Injuries,2019,16.48,"1,928"
Tunisia,Alzheimer disease and other dementias,Noncommunicable diseases,2019,21.43,"2,507"
Tunisia,Kidney diseases,Noncommunicable diseases,2019,22.0,"2,574"
Tunisia,Hypertensive heart disease,Noncommunicable diseases,2019,24.14,"2,824"
Tunisia,Stroke,Noncommunicable diseases,2019,72.73,"8,509"
Tunisia,Ischaemic heart disease,Noncommunicable diseases,2019,176.56,"20,658"
Tanzania,Congenital anomalies,Noncommunicable diseases,2000,19.61,"6,570"
Tanzania,Ischaemic heart disease,Noncommunicable diseases,2000,29.37,"9,838"
Tanzania,Road injury,Injuries,2000,32.22,"10,794"
Tanzania,Stroke,Noncommunicable diseases,2000,43.03,"14,413"
Tanzania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,66.07,"22,134"
Tanzania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,89.5,"29,983"
Tanzania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,120.37,"40,323"
Tanzania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,122.37,"40,995"
Tanzania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,132.8,"44,489"
Tanzania,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,237.03,"79,406"
Tanzania,Congenital anomalies,Noncommunicable diseases,2019,16.88,"9,791"
Tanzania,Ischaemic heart disease,Noncommunicable diseases,2019,22.78,"13,215"
Tanzania,Stroke,Noncommunicable diseases,2019,29.13,"16,894"
Tanzania,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,30.32,"17,587"
Tanzania,Road injury,Injuries,2019,31.13,"18,054"
Tanzania,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,34.95,"20,269"
Tanzania,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,37.51,"21,758"
Tanzania,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.88,"26,028"
Tanzania,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,47.24,"27,402"
Tanzania,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,63.64,"36,911"
Uganda,Congenital anomalies,Noncommunicable diseases,2000,20.4,"4,834"
Uganda,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,26.45,"6,268"
Uganda,Ischaemic heart disease,Noncommunicable diseases,2000,31.35,"7,429"
Uganda,Road injury,Injuries,2000,33.8,"8,010"
Uganda,Stroke,Noncommunicable diseases,2000,49.59,"11,753"
Uganda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,100.9,"23,913"
Uganda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,124.0,"29,388"
Uganda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,136.29,"32,301"
Uganda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,178.3,"42,258"
Uganda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,351.84,"83,387"
Uganda,Congenital anomalies,Noncommunicable diseases,2019,14.99,"6,641"
Uganda,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,16.38,"7,254"
Uganda,Ischaemic heart disease,Noncommunicable diseases,2019,19.83,"8,784"
Uganda,Stroke,Noncommunicable diseases,2019,25.24,"11,181"
Uganda,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,27.32,"12,103"
Uganda,Road injury,Injuries,2019,29.37,"13,012"
Uganda,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,30.65,"13,576"
Uganda,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,42.58,"18,865"
Uganda,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,47.83,"21,188"
Uganda,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,60.48,"26,793"
South Africa,Kidney diseases,Noncommunicable diseases,2000,19.83,"8,924"
South Africa,Self-harm,Injuries,2000,22.42,"10,090"
South Africa,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,39.95,"17,980"
South Africa,Diabetes mellitus,Noncommunicable diseases,2000,42.69,"19,213"
South Africa,Interpersonal violence,Injuries,2000,53.77,"24,197"
South Africa,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,57.01,"25,652"
South Africa,Ischaemic heart disease,Noncommunicable diseases,2000,61.79,"27,806"
South Africa,Stroke,Noncommunicable diseases,2000,65.25,"29,364"
South Africa,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,75.91,"34,161"
South Africa,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,329.23,"148,155"
South Africa,Self-harm,Injuries,2019,23.51,"13,774"
South Africa,Kidney diseases,Noncommunicable diseases,2019,26.11,"15,302"
South Africa,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,27.04,"15,843"
South Africa,Interpersonal violence,Injuries,2019,35.84,"21,000"
South Africa,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,37.48,"21,965"
South Africa,Diabetes mellitus,Noncommunicable diseases,2019,51.51,"30,188"
South Africa,Stroke,Noncommunicable diseases,2019,52.38,"30,693"
South Africa,Ischaemic heart disease,Noncommunicable diseases,2019,55.87,"32,739"
South Africa,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,67.13,"39,341"
South Africa,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,122.86,"71,996"
Zambia,Road injury,Injuries,2000,27.4,"2,850"
Zambia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,35.94,"3,737"
Zambia,Cirrhosis of the liver,Noncommunicable diseases,2000,44.02,"4,578"
Zambia,Ischaemic heart disease,Noncommunicable diseases,2000,44.27,"4,604"
Zambia,Stroke,Noncommunicable diseases,2000,57.34,"5,963"
Zambia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,87.87,"9,138"
Zambia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,135.82,"14,126"
Zambia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,159.54,"16,592"
Zambia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,160.78,"16,721"
Zambia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,514.51,"53,509"
Zambia,Road injury,Injuries,2019,20.41,"3,654"
Zambia,Ischaemic heart disease,Noncommunicable diseases,2019,24.76,"4,432"
Zambia,Cirrhosis of the liver,Noncommunicable diseases,2019,25.14,"4,501"
Zambia,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,33.19,"5,941"
Zambia,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,35.06,"6,275"
Zambia,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,44.03,"7,882"
Zambia,Stroke,Noncommunicable diseases,2019,44.4,"7,948"
Zambia,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,53.17,"9,517"
Zambia,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,72.63,"13,001"
Zambia,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,96.28,"17,234"
Zimbabwe,Congenital anomalies,Noncommunicable diseases,2000,9.15,"1,089"
Zimbabwe,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2000,10.43,"1,242"
Zimbabwe,Diabetes mellitus,Noncommunicable diseases,2000,14.55,"1,731"
Zimbabwe,Stroke,Noncommunicable diseases,2000,26.49,"3,153"
Zimbabwe,Road injury,Injuries,2000,29.27,"3,483"
Zimbabwe,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,32.83,"3,907"
Zimbabwe,Ischaemic heart disease,Noncommunicable diseases,2000,40.06,"4,767"
Zimbabwe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,62.16,"7,397"
Zimbabwe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,69.69,"8,293"
Zimbabwe,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,914.82,"108,863"
Zimbabwe,Congenital anomalies,Noncommunicable diseases,2019,15.19,"2,217"
Zimbabwe,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2019,16.41,"2,396"
Zimbabwe,Diabetes mellitus,Noncommunicable diseases,2019,22.9,"3,344"
Zimbabwe,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,31.47,"4,595"
Zimbabwe,Stroke,Noncommunicable diseases,2019,35.11,"5,126"
Zimbabwe,Road injury,Injuries,2019,41.35,"6,037"
Zimbabwe,Ischaemic heart disease,Noncommunicable diseases,2019,58.17,"8,493"
Zimbabwe,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,65.18,"9,516"
Zimbabwe,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,73.83,"10,779"
Zimbabwe,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,136.91,"19,988"
